,SATID,satname,program,valid,area_1,area_2
0,,,,0.0,,
1,S00005,Vanguard I,Vanguard Test,1.0,0.01,0.01
2,,,,0.0,,
3,,,,0.0,,
4,S00011,Vanguard II,Vanguard,1.0,0.25,0.25
5,S00012,Vanguard SLV-4 Stage 3,-,1.0,1.05,1.05
6,,,,0.0,,
7,S00016,Vanguard TV-4 Stage 3,-,1.0,1.05,1.05
8,,,,0.0,,
9,,,,0.0,,
10,,,,0.0,,
11,S00020,Vanguard III,Vanguard3,1.0,0.6,0.6
12,S00022,Explorer 7,ExplorerG,1.0,0.64,5.6
13,,,,0.0,,
14,,,,0.0,,
15,,,,0.0,,
16,,,,0.0,,
17,,,,0.0,,
18,S00029,Tiros 1,Tiros,1.0,0.55,1.21
19,,,,0.0,,
20,,,,0.0,,
21,,,,0.0,,
22,,,,0.0,,
23,,,,0.0,,
24,,,,0.0,,
25,,,,0.0,,
26,,,,0.0,,
27,,,,0.0,,
28,,,,0.0,,
29,,,,0.0,,
30,,,,0.0,,
31,,,,0.0,,
32,,,,0.0,,
33,,,,0.0,,
34,S00045,Transit II-A,NNS,1.0,0.81,0.81
35,S00046,Solar Radiation 1,GRAB,1.0,0.09,0.09
36,S00047,Ablestar 003,-,1.0,6.72,6.72
37,,,,0.0,,
38,,,,0.0,,
39,S00050,Delta 2 Stage 3,-,1.0,0.75,0.75
40,S00051,A-11 Canister half,-,1.0,0.28,0.49
41,,,,0.0,,
42,S00053,A-11 Canister half,-,1.0,0.28,0.49
43,,,,0.0,,
44,,,,0.0,,
45,,,,0.0,,
46,,,,0.0,,
47,S00058,Courier 1B,Courier,1.0,1.69,1.69
48,S00059,Ablestar 005,-,1.0,6.72,6.72
49,,,,0.0,,
50,,,,0.0,,
51,,,,0.0,,
52,,,,0.0,,
53,,,,0.0,,
54,,,,0.0,,
55,,,,0.0,,
56,,,,0.0,,
57,,,,0.0,,
58,,,,0.0,,
59,,,,0.0,,
60,,,,0.0,,
61,,,,0.0,,
62,,,,0.0,,
63,,,,0.0,,
64,,,,0.0,,
65,,,,0.0,,
66,,,,0.0,,
67,,,,0.0,,
68,,,,0.0,,
69,,,,0.0,,
70,S00082,Scout ST-4 Stage 4,-,1.0,0.75,0.75
71,,,,0.0,,
72,,,,0.0,,
73,,,,0.0,,
74,,,,0.0,,
75,,,,0.0,,
76,,,,0.0,,
77,,,,0.0,,
78,,,,0.0,,
79,,,,0.0,,
80,,,,0.0,,
81,,,,0.0,,
82,,,,0.0,,
83,,,,0.0,,
84,,,,0.0,,
85,,,,0.0,,
86,,,,0.0,,
87,,,,0.0,,
88,,,,0.0,,
89,,,,0.0,,
90,,,,0.0,,
91,S00107,Explorer 11,ExplorerG,1.0,0.33,0.33
92,,,,0.0,,
93,,,,0.0,,
94,,,,0.0,,
95,S00116,Transit IV-A,NNS,1.0,0.88,1.21
96,S00117,Injun I,Injun,1.0,0.16,0.16
97,S00118,Ablestar 008,-,1.0,6.72,6.72
98,,,,0.0,,
99,,,,0.0,,
100,,,,0.0,,
101,,,,0.0,,
102,,,,0.0,,
103,,,,0.0,,
104,,,,0.0,,
105,,,,0.0,,
106,,,,0.0,,
107,,,,0.0,,
108,,,,0.0,,
109,,,,0.0,,
110,,,,0.0,,
111,,,,0.0,,
112,,,,0.0,,
113,,,,0.0,,
114,,,,0.0,,
115,,,,0.0,,
116,,,,0.0,,
117,,,,0.0,,
118,,,,0.0,,
119,,,,0.0,,
120,,,,0.0,,
121,,,,0.0,,
122,,,,0.0,,
123,,,,0.0,,
124,,,,0.0,,
125,,,,0.0,,
126,,,,0.0,,
127,,,,0.0,,
128,,,,0.0,,
129,,,,0.0,,
130,,,,0.0,,
131,,,,0.0,,
132,,,,0.0,,
133,,,,0.0,,
134,,,,0.0,,
135,,,,0.0,,
136,,,,0.0,,
137,,,,0.0,,
138,,,,0.0,,
139,,,,0.0,,
140,,,,0.0,,
141,S00162,Tiros 3,Tiros,1.0,0.55,1.21
142,S00163,Midas 3,MIDAS ETS-II,1.0,3.0,3.0
143,,,,0.0,,
144,,,,0.0,,
145,,,,0.0,,
146,,,,0.0,,
147,,,,0.0,,
148,,,,0.0,,
149,,,,0.0,,
150,,,,0.0,,
151,,,,0.0,,
152,,,,0.0,,
153,,,,0.0,,
154,,,,0.0,,
155,,,,0.0,,
156,,,,0.0,,
157,,,,0.0,,
158,,,,0.0,,
159,,,,0.0,,
160,,,,0.0,,
161,,,,0.0,,
162,,,,0.0,,
163,,,,0.0,,
164,,,,0.0,,
165,,,,0.0,,
166,S00188,Midas 3 solar array cover,-,1.0,0.45,0.45
167,,,,0.0,,
168,,,,0.0,,
169,,,,0.0,,
170,S00192,Midas 4,MIDAS ETS-II,1.0,3.0,3.0
171,,,,0.0,,
172,S00194,West Ford 1 Dispenser,Westford,1.0,0.1,0.1
173,S00195,Midas IV solar array cover,-,1.0,0.45,0.45
174,S00196,Midas 3 solar array cover,-,1.0,0.45,0.45
175,,,,0.0,,
176,,,,0.0,,
177,,,,0.0,,
178,,,,0.0,,
179,,,,0.0,,
180,S00202,Transit IV-B,NNS,1.0,0.88,1.21
181,,,,0.0,,
182,S00204,Ablestar 009,-,1.0,6.72,6.72
183,S00205,Traac,NNS,1.0,1.1,11.0
184,,,,0.0,,
185,,,,0.0,,
186,,,,0.0,,
187,,,,0.0,,
188,,,,0.0,,
189,,,,0.0,,
190,,,,0.0,,
191,,,,0.0,,
192,,,,0.0,,
193,,,,0.0,,
194,,,,0.0,,
195,,,,0.0,,
196,,,,0.0,,
197,,,,0.0,,
198,,,,0.0,,
199,,,,0.0,,
200,,,,0.0,,
201,S00226,Tiros 4,Tiros,1.0,0.55,1.21
202,,,,0.0,,
203,,,,0.0,,
204,,,,0.0,,
205,,,,0.0,,
206,,,,0.0,,
207,,,,0.0,,
208,,,,0.0,,
209,,,,0.0,,
210,,,,0.0,,
211,,,,0.0,,
212,,,,0.0,,
213,,,,0.0,,
214,,,,0.0,,
215,,,,0.0,,
216,,,,0.0,,
217,,,,0.0,,
218,,,,0.0,,
219,,,,0.0,,
220,,,,0.0,,
221,,,,0.0,,
222,,,,0.0,,
223,,,,0.0,,
224,,,,0.0,,
225,,,,0.0,,
226,,,,0.0,,
227,,,,0.0,,
228,,,,0.0,,
229,,,,0.0,,
230,,,,0.0,,
231,,,,0.0,,
232,,,,0.0,,
233,,,,0.0,,
234,,,,0.0,,
235,,,,0.0,,
236,,,,0.0,,
237,,,,0.0,,
238,,,,0.0,,
239,,,,0.0,,
240,,,,0.0,,
241,,,,0.0,,
242,,,,0.0,,
243,,,,0.0,,
244,,,,0.0,,
245,S00271,Midas 5,MIDAS ETS-II,1.0,3.0,3.0
246,,,,0.0,,
247,S00273,Midas V solar array cover,-,1.0,0.45,0.45
248,S00274,Midas V solar array cover,-,1.0,0.45,0.45
249,,,,0.0,,
250,,,,0.0,,
251,,,,0.0,,
252,,,,0.0,,
253,,,,0.0,,
254,,,,0.0,,
255,,,,0.0,,
256,,,,0.0,,
257,,,,0.0,,
258,,,,0.0,,
259,,,,0.0,,
260,,,,0.0,,
261,,,,0.0,,
262,,,,0.0,,
263,,,,0.0,,
264,,,,0.0,,
265,,,,0.0,,
266,,,,0.0,,
267,,,,0.0,,
268,,,,0.0,,
269,,,,0.0,,
270,,,,0.0,,
271,S00309,Tiros 5,Tiros,1.0,0.66,1.21
272,,,,0.0,,
273,,,,0.0,,
274,,,,0.0,,
275,,,,0.0,,
276,,,,0.0,,
277,,,,0.0,,
278,,,,0.0,,
279,,,,0.0,,
280,,,,0.0,,
281,,,,0.0,,
282,,,,0.0,,
283,,,,0.0,,
284,,,,0.0,,
285,,,,0.0,,
286,,,,0.0,,
287,,,,0.0,,
288,,,,0.0,,
289,,,,0.0,,
290,,,,0.0,,
291,,,,0.0,,
292,,,,0.0,,
293,,,,0.0,,
294,,,,0.0,,
295,,,,0.0,,
296,,,,0.0,,
297,,,,0.0,,
298,,,,0.0,,
299,,,,0.0,,
300,,,,0.0,,
301,,,,0.0,,
302,S00340,Telstar 1,TSX,1.0,0.81,1.35
303,S00341,Delta 11 Stage 3,-,1.0,0.75,0.75
304,,,,0.0,,
305,,,,0.0,,
306,,,,0.0,,
307,,,,0.0,,
308,,,,0.0,,
309,,,,0.0,,
310,,,,0.0,,
311,,,,0.0,,
312,,,,0.0,,
313,,,,0.0,,
314,,,,0.0,,
315,,,,0.0,,
316,,,,0.0,,
317,,,,0.0,,
318,,,,0.0,,
319,,,,0.0,,
320,,,,0.0,,
321,,,,0.0,,
322,,,,0.0,,
323,,,,0.0,,
324,,,,0.0,,
325,,,,0.0,,
326,,,,0.0,,
327,,,,0.0,,
328,,,,0.0,,
329,S00369,FTV 3502,P35,1.0,0.3,0.3
330,,,,0.0,,
331,,,,0.0,,
332,,,,0.0,,
333,,,,0.0,,
334,,,,0.0,,
335,,,,0.0,,
336,,,,0.0,,
337,,,,0.0,,
338,,,,0.0,,
339,,,,0.0,,
340,,,,0.0,,
341,,,,0.0,,
342,,,,0.0,,
343,,,,0.0,,
344,,,,0.0,,
345,,,,0.0,,
346,,,,0.0,,
347,,,,0.0,,
348,,,,0.0,,
349,,,,0.0,,
350,,,,0.0,,
351,,,,0.0,,
352,,,,0.0,,
353,,,,0.0,,
354,S00397,Tiros 6,Tiros,1.0,0.66,1.21
355,,,,0.0,,
356,,,,0.0,,
357,,,,0.0,,
358,,,,0.0,,
359,,,,0.0,,
360,,,,0.0,,
361,,,,0.0,,
362,,,,0.0,,
363,,,,0.0,,
364,,,,0.0,,
365,,,,0.0,,
366,,,,0.0,,
367,,,,0.0,,
368,,,,0.0,,
369,,,,0.0,,
370,,,,0.0,,
371,,,,0.0,,
372,,,,0.0,,
373,,,,0.0,,
374,,,,0.0,,
375,,,,0.0,,
376,,,,0.0,,
377,,,,0.0,,
378,,,,0.0,,
379,,,,0.0,,
380,,,,0.0,,
381,S00424,Alouette 1,Alouette,1.0,0.99,50.6
382,,,,0.0,,
383,S00426,TAVE,NASA Small,1.0,0.99,0.99
384,,,,0.0,,
385,,,,0.0,,
386,,,,0.0,,
387,,,,0.0,,
388,,,,0.0,,
389,,,,0.0,,
390,,,,0.0,,
391,,,,0.0,,
392,,,,0.0,,
393,,,,0.0,,
394,,,,0.0,,
395,,,,0.0,,
396,,,,0.0,,
397,,,,0.0,,
398,,,,0.0,,
399,,,,0.0,,
400,,,,0.0,,
401,S00446,ANNA 1B,ANNA,1.0,0.81,0.81
402,S00447,Ablestar 012,-,1.0,6.72,6.72
403,,,,0.0,,
404,,,,0.0,,
405,,,,0.0,,
406,,,,0.0,,
407,,,,0.0,,
408,,,,0.0,,
409,,,,0.0,,
410,,,,0.0,,
411,,,,0.0,,
412,,,,0.0,,
413,,,,0.0,,
414,,,,0.0,,
415,,,,0.0,,
416,,,,0.0,,
417,,,,0.0,,
418,,,,0.0,,
419,,,,0.0,,
420,,,,0.0,,
421,,,,0.0,,
422,,,,0.0,,
423,,,,0.0,,
424,,,,0.0,,
425,,,,0.0,,
426,,,,0.0,,
427,,,,0.0,,
428,,,,0.0,,
429,,,,0.0,,
430,,,,0.0,,
431,,,,0.0,,
432,,,,0.0,,
433,,,,0.0,,
434,,,,0.0,,
435,,,,0.0,,
436,,,,0.0,,
437,,,,0.0,,
438,,,,0.0,,
439,,,,0.0,,
440,,,,0.0,,
441,,,,0.0,,
442,,,,0.0,,
443,,,,0.0,,
444,,,,0.0,,
445,,,,0.0,,
446,,,,0.0,,
447,,,,0.0,,
448,,,,0.0,,
449,,,,0.0,,
450,,,,0.0,,
451,,,,0.0,,
452,,,,0.0,,
453,,,,0.0,,
454,,,,0.0,,
455,,,,0.0,,
456,S00503,Relay 1,Relay,1.0,0.56,0.91
457,,,,0.0,,
458,,,,0.0,,
459,S00506,Explorer 16,Explorer MME,1.0,1.32,1.32
460,,,,0.0,,
461,,,,0.0,,
462,,,,0.0,,
463,,,,0.0,,
464,,,,0.0,,
465,,,,0.0,,
466,,,,0.0,,
467,,,,0.0,,
468,S00515,Delta 15 Stage 3,-,1.0,0.75,0.75
469,,,,0.0,,
470,,,,0.0,,
471,,,,0.0,,
472,,,,0.0,,
473,,,,0.0,,
474,,,,0.0,,
475,,,,0.0,,
476,,,,0.0,,
477,,,,0.0,,
478,,,,0.0,,
479,,,,0.0,,
480,,,,0.0,,
481,,,,0.0,,
482,,,,0.0,,
483,,,,0.0,,
484,,,,0.0,,
485,,,,0.0,,
486,,,,0.0,,
487,,,,0.0,,
488,,,,0.0,,
489,,,,0.0,,
490,,,,0.0,,
491,,,,0.0,,
492,,,,0.0,,
493,,,,0.0,,
494,,,,0.0,,
495,,,,0.0,,
496,,,,0.0,,
497,,,,0.0,,
498,,,,0.0,,
499,,,,0.0,,
500,,,,0.0,,
501,,,,0.0,,
502,,,,0.0,,
503,,,,0.0,,
504,,,,0.0,,
505,,,,0.0,,
506,S00553,Syncom 1,Syncom,1.0,0.28,0.28
507,,,,0.0,,
508,,,,0.0,,
509,,,,0.0,,
510,,,,0.0,,
511,,,,0.0,,
512,,,,0.0,,
513,,,,0.0,,
514,,,,0.0,,
515,,,,0.0,,
516,,,,0.0,,
517,,,,0.0,,
518,,,,0.0,,
519,,,,0.0,,
520,,,,0.0,,
521,,,,0.0,,
522,,,,0.0,,
523,,,,0.0,,
524,,,,0.0,,
525,S00573,Telstar 2,TSX,1.0,0.81,1.35
526,S00574,Midas 7,MIDAS ETS-III,1.0,3.0,3.0
527,S00575,Delta 18 Stage 3,-,1.0,0.75,0.75
528,,,,0.0,,
529,,,,0.0,,
530,,,,0.0,,
531,,,,0.0,,
532,,,,0.0,,
533,,,,0.0,,
534,,,,0.0,,
535,,,,0.0,,
536,,,,0.0,,
537,,,,0.0,,
538,,,,0.0,,
539,,,,0.0,,
540,,,,0.0,,
541,S00589,DASH 1,DASH,1.0,5.76,5.76
542,,,,0.0,,
543,,,,0.0,,
544,,,,0.0,,
545,,,,0.0,,
546,,,,0.0,,
547,,,,0.0,,
548,,,,0.0,,
549,,,,0.0,,
550,,,,0.0,,
551,,,,0.0,,
552,,,,0.0,,
553,,,,0.0,,
554,S00602,Midas solar array cover,-,1.0,0.45,0.45
555,,,,0.0,,
556,,,,0.0,,
557,,,,0.0,,
558,,,,0.0,,
559,,,,0.0,,
560,S00608,TRS 6,TRS I,1.0,0.04,0.04
561,,,,0.0,,
562,,,,0.0,,
563,,,,0.0,,
564,,,,0.0,,
565,,,,0.0,,
566,,,,0.0,,
567,,,,0.0,,
568,,,,0.0,,
569,,,,0.0,,
570,,,,0.0,,
571,,,,0.0,,
572,,,,0.0,,
573,,,,0.0,,
574,S00622,Midas 9,MIDAS ETS-III,1.0,3.0,3.0
575,,,,0.0,,
576,,,,0.0,,
577,,,,0.0,,
578,,,,0.0,,
579,S00628,Midas solar array cover,-,1.0,0.45,0.45
580,S00629,West Ford 3 Telem Package,Westford TP,1.0,0.01,0.01
581,S00630,Midas solar array cover,-,1.0,0.45,0.45
582,S00631,Midas solar array cover,-,1.0,0.45,0.45
583,,,,0.0,,
584,,,,0.0,,
585,S00634,Syncom 2,Syncom,1.0,0.28,0.28
586,S00635,TRS 9,TRS I,1.0,0.04,0.04
587,,,,0.0,,
588,,,,0.0,,
589,,,,0.0,,
590,,,,0.0,,
591,,,,0.0,,
592,,,,0.0,,
593,,,,0.0,,
594,,,,0.0,,
595,,,,0.0,,
596,,,,0.0,,
597,,,,0.0,,
598,,,,0.0,,
599,,,,0.0,,
600,,,,0.0,,
601,,,,0.0,,
602,,,,0.0,,
603,,,,0.0,,
604,,,,0.0,,
605,,,,0.0,,
606,,,,0.0,,
607,,,,0.0,,
608,,,,0.0,,
609,,,,0.0,,
610,,,,0.0,,
611,,,,0.0,,
612,,,,0.0,,
613,,,,0.0,,
614,,,,0.0,,
615,,,,0.0,,
616,,,,0.0,,
617,S00669,Ablestar 013,-,1.0,6.72,6.72
618,S00670,Transit VBN-1,NNS,1.0,0.21,21.7
619,S00671,Transit VE-1,NNS,1.0,0.1,1.5
620,,,,0.0,,
621,,,,0.0,,
622,S00674,Vela 1A,Vela,1.0,1.96,1.96
623,,,,0.0,,
624,,,,0.0,,
625,,,,0.0,,
626,,,,0.0,,
627,,,,0.0,,
628,,,,0.0,,
629,,,,0.0,,
630,,,,0.0,,
631,,,,0.0,,
632,,,,0.0,,
633,,,,0.0,,
634,,,,0.0,,
635,,,,0.0,,
636,,,,0.0,,
637,,,,0.0,,
638,,,,0.0,,
639,,,,0.0,,
640,S00692,Vela 1B,Vela,1.0,1.96,1.96
641,,,,0.0,,
642,S00694,AC-2 Instrumentation Ring,AC,1.0,0.9,2.25
643,,,,0.0,,
644,,,,0.0,,
645,,,,0.0,,
646,,,,0.0,,
647,,,,0.0,,
648,,,,0.0,,
649,,,,0.0,,
650,,,,0.0,,
651,S00703,Ablestar 015,-,1.0,6.72,6.72
652,S00704,Transit VBN-2,NNS,1.0,0.3,15.0
653,S00705,Transit VE-3,NNS,1.0,0.15,1.5
654,,,,0.0,,
655,,,,0.0,,
656,,,,0.0,,
657,,,,0.0,,
658,,,,0.0,,
659,,,,0.0,,
660,,,,0.0,,
661,,,,0.0,,
662,,,,0.0,,
663,S00716,Tiros 8,Tiros,1.0,0.66,1.21
664,,,,0.0,,
665,,,,0.0,,
666,,,,0.0,,
667,,,,0.0,,
668,S00721,Scout S122R Stage 4,-,1.0,0.75,0.75
669,,,,0.0,,
670,,,,0.0,,
671,,,,0.0,,
672,S00727,HAYLOFT,AFTRACK,1.0,0.02,0.04
673,S00728,GGSE 1,POPPY,1.0,0.25,4.5
674,S00729,EGRS I,Secor II,1.0,0.09,0.09
675,S00730,SR 7A,POPPY,1.0,0.25,0.25
676,S00731,GREB,POPPY,1.0,0.25,0.25
677,,,,0.0,,
678,S00733,Agena D 2303,-,1.0,9.45,9.45
679,S00734,OPS 3367A,P35,1.0,0.3,0.36
680,S00735,OPS 3367B,P35,1.0,0.3,0.36
681,,,,0.0,,
682,S00737,Relay 2,Relay,1.0,0.64,1.04
683,S00738,Delta 23 Stage 3,-,1.0,0.75,0.75
684,,,,0.0,,
685,,,,0.0,,
686,S00741,Agena B 6301,-,1.0,9.45,9.45
687,S00742,A-12 canister half,-,1.0,0.48,0.64
688,S00743,A-12 canister half,-,1.0,0.48,0.64
689,,,,0.0,,
690,,,,0.0,,
691,S00746,Elektron-1,ObjectD,1.0,0.975,2.6
692,,,,0.0,,
693,,,,0.0,,
694,,,,0.0,,
695,,,,0.0,,
696,,,,0.0,,
697,,,,0.0,,
698,,,,0.0,,
699,,,,0.0,,
700,,,,0.0,,
701,,,,0.0,,
702,,,,0.0,,
703,,,,0.0,,
704,,,,0.0,,
705,,,,0.0,,
706,,,,0.0,,
707,,,,0.0,,
708,,,,0.0,,
709,,,,0.0,,
710,,,,0.0,,
711,,,,0.0,,
712,,,,0.0,,
713,,,,0.0,,
714,,,,0.0,,
715,,,,0.0,,
716,,,,0.0,,
717,,,,0.0,,
718,,,,0.0,,
719,,,,0.0,,
720,,,,0.0,,
721,,,,0.0,,
722,,,,0.0,,
723,,,,0.0,,
724,,,,0.0,,
725,,,,0.0,,
726,,,,0.0,,
727,,,,0.0,,
728,,,,0.0,,
729,,,,0.0,,
730,,,,0.0,,
731,,,,0.0,,
732,,,,0.0,,
733,,,,0.0,,
734,,,,0.0,,
735,,,,0.0,,
736,,,,0.0,,
737,,,,0.0,,
738,,,,0.0,,
739,,,,0.0,,
740,S00801,Transit VC,NNS,1.0,0.15,15.0
741,,,,0.0,,
742,,,,0.0,,
743,,,,0.0,,
744,,,,0.0,,
745,,,,0.0,,
746,,,,0.0,,
747,,,,0.0,,
748,S00809,Scout S125R Stage 4,-,1.0,0.75,0.75
749,,,,0.0,,
750,,,,0.0,,
751,S00812,OPS 4467A,P35,1.0,0.3,0.36
752,S00813,OPS 4467B,P35,1.0,0.3,0.36
753,,,,0.0,,
754,S00815,Agena D 2304,-,1.0,9.45,9.45
755,,,,0.0,,
756,,,,0.0,,
757,,,,0.0,,
758,,,,0.0,,
759,,,,0.0,,
760,,,,0.0,,
761,,,,0.0,,
762,,,,0.0,,
763,,,,0.0,,
764,,,,0.0,,
765,,,,0.0,,
766,,,,0.0,,
767,S00829,Elektron-3,ObjectD,1.0,0.975,2.6
768,,,,0.0,,
769,,,,0.0,,
770,,,,0.0,,
771,,,,0.0,,
772,,,,0.0,,
773,,,,0.0,,
774,S00836,Vela 2A,Vela,1.0,1.96,1.96
775,S00837,Vela 2B,Vela,1.0,1.96,1.96
776,,,,0.0,,
777,,,,0.0,,
778,,,,0.0,,
779,,,,0.0,,
780,,,,0.0,,
781,,,,0.0,,
782,,,,0.0,,
783,,,,0.0,,
784,,,,0.0,,
785,,,,0.0,,
786,,,,0.0,,
787,,,,0.0,,
788,,,,0.0,,
789,,,,0.0,,
790,,,,0.0,,
791,,,,0.0,,
792,,,,0.0,,
793,,,,0.0,,
794,S00858,Syncom 3,Syncom,1.0,0.28,0.28
795,,,,0.0,,
796,,,,0.0,,
797,,,,0.0,,
798,S00862,Delta 25 Stage 3,-,1.0,0.75,0.75
799,,,,0.0,,
800,,,,0.0,,
801,,,,0.0,,
802,,,,0.0,,
803,,,,0.0,,
804,,,,0.0,,
805,,,,0.0,,
806,S00870,Explorer 20,Explorer IE,1.0,0.56,25.9
807,S00871,Scout S134R Stage 4,-,1.0,0.75,0.75
808,,,,0.0,,
809,,,,0.0,,
810,,,,0.0,,
811,,,,0.0,,
812,S00876,Kosmos-44,Meteor,1.0,6.3,6.3
813,S00877,Vostok-2M (N01) Stage 3,-,1.0,9.88,9.88
814,,,,0.0,,
815,,,,0.0,,
816,,,,0.0,,
817,,,,0.0,,
818,,,,0.0,,
819,,,,0.0,,
820,,,,0.0,,
821,,,,0.0,,
822,,,,0.0,,
823,,,,0.0,,
824,,,,0.0,,
825,,,,0.0,,
826,S00893,Ablestar 016,-,1.0,6.72,6.72
827,,,,0.0,,
828,S00897,NNS 30010,NNS,1.0,0.15,15.0
829,,,,0.0,,
830,S00899,Explorer 22,Explorer BE,1.0,0.15,2.0
831,S00900,Dragsphere 1,NRL Cal,1.0,0.16,0.16
832,S00901,Adapter,-,1.0,0.5,0.5
833,S00902,Dragsphere 2,NRL Cal,1.0,0.16,0.16
834,,,,0.0,,
835,,,,0.0,,
836,,,,0.0,,
837,S00907,Scout S123R Stage 4,-,1.0,0.75,0.75
838,,,,0.0,,
839,,,,0.0,,
840,,,,0.0,,
841,,,,0.0,,
842,,,,0.0,,
843,,,,0.0,,
844,,,,0.0,,
845,,,,0.0,,
846,,,,0.0,,
847,,,,0.0,,
848,,,,0.0,,
849,,,,0.0,,
850,,,,0.0,,
851,,,,0.0,,
852,,,,0.0,,
853,,,,0.0,,
854,,,,0.0,,
855,,,,0.0,,
856,S00932,Explorer 25,Injun,1.0,0.36,0.36
857,S00933,Scout S135R Stage 4,-,1.0,0.75,0.75
858,,,,0.0,,
859,,,,0.0,,
860,,,,0.0,,
861,,,,0.0,,
862,,,,0.0,,
863,,,,0.0,,
864,,,,0.0,,
865,,,,0.0,,
866,,,,0.0,,
867,,,,0.0,,
868,,,,0.0,,
869,,,,0.0,,
870,,,,0.0,,
871,,,,0.0,,
872,S00953,Ablestar 017,-,1.0,6.72,6.72
873,,,,0.0,,
874,,,,0.0,,
875,,,,0.0,,
876,,,,0.0,,
877,,,,0.0,,
878,S00959,Transit VE-5,NNS,1.0,0.45,2.95
879,,,,0.0,,
880,,,,0.0,,
881,,,,0.0,,
882,,,,0.0,,
883,,,,0.0,,
884,S00965,NNS 30020,NNS,1.0,0.15,15.0
885,,,,0.0,,
886,,,,0.0,,
887,,,,0.0,,
888,,,,0.0,,
889,,,,0.0,,
890,,,,0.0,,
891,,,,0.0,,
892,,,,0.0,,
893,,,,0.0,,
894,,,,0.0,,
895,,,,0.0,,
896,S00978,Tiros 9,Tiros,1.0,0.66,0.66
897,S00979,Delta 28 Stage 3,-,1.0,0.75,0.75
898,,,,0.0,,
899,,,,0.0,,
900,,,,0.0,,
901,,,,0.0,,
902,,,,0.0,,
903,,,,0.0,,
904,,,,0.0,,
905,,,,0.0,,
906,S01000,Transtage 3,Transtage,1.0,14.26,14.26
907,S01001,Transtage Payload Truss,Transtage PL,1.0,6.2,9.61
908,S01002,LES 1,LES,1.0,0.36,0.36
909,,,,0.0,,
910,,,,0.0,,
911,,,,0.0,,
912,,,,0.0,,
913,,,,0.0,,
914,,,,0.0,,
915,,,,0.0,,
916,,,,0.0,,
917,,,,0.0,,
918,,,,0.0,,
919,,,,0.0,,
920,,,,0.0,,
921,,,,0.0,,
922,,,,0.0,,
923,,,,0.0,,
924,,,,0.0,,
925,,,,0.0,,
926,,,,0.0,,
927,,,,0.0,,
928,,,,0.0,,
929,,,,0.0,,
930,,,,0.0,,
931,,,,0.0,,
932,,,,0.0,,
933,,,,0.0,,
934,,,,0.0,,
935,,,,0.0,,
936,,,,0.0,,
937,,,,0.0,,
938,,,,0.0,,
939,,,,0.0,,
940,,,,0.0,,
941,,,,0.0,,
942,,,,0.0,,
943,,,,0.0,,
944,,,,0.0,,
945,,,,0.0,,
946,,,,0.0,,
947,,,,0.0,,
948,,,,0.0,,
949,,,,0.0,,
950,,,,0.0,,
951,,,,0.0,,
952,,,,0.0,,
953,,,,0.0,,
954,,,,0.0,,
955,,,,0.0,,
956,,,,0.0,,
957,,,,0.0,,
958,,,,0.0,,
959,,,,0.0,,
960,,,,0.0,,
961,,,,0.0,,
962,,,,0.0,,
963,,,,0.0,,
964,,,,0.0,,
965,,,,0.0,,
966,,,,0.0,,
967,,,,0.0,,
968,,,,0.0,,
969,,,,0.0,,
970,,,,0.0,,
971,,,,0.0,,
972,,,,0.0,,
973,,,,0.0,,
974,,,,0.0,,
975,,,,0.0,,
976,,,,0.0,,
977,,,,0.0,,
978,,,,0.0,,
979,,,,0.0,,
980,,,,0.0,,
981,,,,0.0,,
982,,,,0.0,,
983,,,,0.0,,
984,,,,0.0,,
985,,,,0.0,,
986,,,,0.0,,
987,,,,0.0,,
988,,,,0.0,,
989,,,,0.0,,
990,,,,0.0,,
991,,,,0.0,,
992,,,,0.0,,
993,,,,0.0,,
994,,,,0.0,,
995,,,,0.0,,
996,,,,0.0,,
997,,,,0.0,,
998,,,,0.0,,
999,,,,0.0,,
1000,,,,0.0,,
1001,,,,0.0,,
1002,,,,0.0,,
1003,,,,0.0,,
1004,,,,0.0,,
1005,S01208,EGRS III,Secor II,1.0,0.08,0.2
1006,,,,0.0,,
1007,,,,0.0,,
1008,,,,0.0,,
1009,,,,0.0,,
1010,,,,0.0,,
1011,,,,0.0,,
1012,,,,0.0,,
1013,,,,0.0,,
1014,,,,0.0,,
1015,,,,0.0,,
1016,,,,0.0,,
1017,,,,0.0,,
1018,,,,0.0,,
1019,,,,0.0,,
1020,,,,0.0,,
1021,,,,0.0,,
1022,,,,0.0,,
1023,,,,0.0,,
1024,,,,0.0,,
1025,,,,0.0,,
1026,,,,0.0,,
1027,,,,0.0,,
1028,S01244,GGSE 2,POPPY,1.0,0.3,1.85
1029,S01245,Agena D 2701,-,1.0,9.45,9.45
1030,,,,0.0,,
1031,,,,0.0,,
1032,,,,0.0,,
1033,,,,0.0,,
1034,,,,0.0,,
1035,,,,0.0,,
1036,,,,0.0,,
1037,,,,0.0,,
1038,,,,0.0,,
1039,,,,0.0,,
1040,,,,0.0,,
1041,,,,0.0,,
1042,,,,0.0,,
1043,,,,0.0,,
1044,,,,0.0,,
1045,,,,0.0,,
1046,,,,0.0,,
1047,,,,0.0,,
1048,,,,0.0,,
1049,,,,0.0,,
1050,S01271,GREB 6,POPPY,1.0,0.25,0.25
1051,S01272,Dodecapole I,NRL Cal,1.0,0.04,3.04
