,SATID,satname,program,valid,area_1,area_2
57148,S59395,Yaogan 42 hao 01 xing,YG-42,1.0,6.25,12.5
57149,S59396,CZ-2D Y102 Stage 2,-,1.0,26.4,26.4
57150,S59397,Starlink 31608,Starlink2A,1.0,1.23,118.9
57151,S59398,Starlink 31534,Starlink2A,1.0,1.23,118.9
57152,S59399,Starlink 31544,Starlink2A,1.0,1.23,118.9
57153,S59400,Starlink 31545,Starlink2A,1.0,1.23,118.9
57154,S59401,Starlink 31507,Starlink2A,1.0,1.23,118.9
57155,S59402,Starlink 31543,Starlink2A,1.0,1.23,118.9
57156,S59403,Starlink 31366,Starlink2A,1.0,1.23,118.9
57157,S59404,Starlink 31374,Starlink2A,1.0,1.23,118.9
57158,S59405,Starlink 31400,Starlink2A,1.0,1.23,118.9
57159,S59406,Starlink 31391,Starlink2A,1.0,1.23,118.9
57160,S59407,Starlink 31387,Starlink2A,1.0,1.23,118.9
57161,,,,0.0,,
57162,S59409,Starlink 31396,Starlink2A,1.0,1.23,118.9
57163,S59410,Starlink 31412,Starlink2A,1.0,1.23,118.9
57164,S59411,Starlink 31483,Starlink2A,1.0,1.23,118.9
57165,S59412,Starlink 31568,Starlink2A,1.0,1.23,118.9
57166,S59413,Starlink 31615,Starlink2A,1.0,1.23,118.9
57167,S59414,Starlink 31457,Starlink2A,1.0,1.23,118.9
57168,S59415,Starlink 31398,Starlink2A,1.0,1.23,118.9
57169,S59416,Starlink 31399,Starlink2A,1.0,1.23,118.9
57170,S59417,Starlink 31401,Starlink2A,1.0,1.23,118.9
57171,S59418,Starlink 31414,Starlink2A,1.0,1.23,118.9
57172,S59419,Starlink 31415,Starlink2A,1.0,1.23,118.9
57173,S59420,Starlink 31466,Starlink2A,1.0,1.23,118.9
57174,S59421,Starlink 11087,Starlink2A,1.0,1.23,118.9
57175,S59422,Starlink 11090,Starlink2A,1.0,1.23,118.9
57176,S59423,Starlink 11093,Starlink2A,1.0,1.23,118.9
57177,S59424,Starlink 11083,Starlink2A,1.0,1.23,118.9
57178,S59425,Starlink 11085,Starlink2A,1.0,1.23,118.9
57179,S59426,Starlink 11089,Starlink2A,1.0,1.23,118.9
57180,S59427,Starlink 31757,Starlink2A,1.0,1.23,118.9
57181,,,,0.0,,
57182,S59429,Starlink 31773,Starlink2A,1.0,1.23,118.9
57183,S59430,Starlink 31772,Starlink2A,1.0,1.23,118.9
57184,S59431,Starlink 31613,Starlink2A,1.0,1.23,118.9
57185,S59432,Starlink 31780,Starlink2A,1.0,1.23,118.9
57186,S59433,Starlink 31740,Starlink2A,1.0,1.23,118.9
57187,S59434,Starlink 31580,Starlink2A,1.0,1.23,118.9
57188,S59435,Starlink 31696,Starlink2A,1.0,1.23,118.9
57189,S59436,Starlink 31700,Starlink2A,1.0,1.23,118.9
57190,S59437,Starlink 31706,Starlink2A,1.0,1.23,118.9
57191,S59438,Starlink 31711,Starlink2A,1.0,1.23,118.9
57192,S59439,Starlink 31708,Starlink2A,1.0,1.23,118.9
57193,,,,0.0,,
57194,S59441,Starlink 31693,Starlink2A,1.0,1.23,118.9
57195,S59442,TSAT-1A,TASL,1.0,0.4,0.4
57196,S59443,Hawk 8A,H360,1.0,0.135,0.3
57197,S59444,Capella 14,Capella,1.0,0.15,1.05
57198,S59445,Hawk 8B,H360,1.0,0.135,0.3
57199,S59446,Hawk 9A,H360,1.0,0.135,0.3
57200,S59447,Tsukuyomi-II,QPS,1.0,0.48,2.88
57201,S59448,Hawk 9C,H360,1.0,0.135,0.3
57202,S59449,Hawk 8C,H360,1.0,0.135,0.3
57203,S59450,Hawk 9B,H360,1.0,0.135,0.3
57204,S59451,Centauri 6,Fleet,1.0,0.06,0.4
57205,S59452,ADD-425-2,DAPA425,1.0,5.51,11.4
57206,,,,0.0,,
57207,S59456,Starlink 31622,Starlink2A,1.0,1.23,118.9
57208,S59457,Starlink 31319,Starlink2A,1.0,1.23,118.9
57209,S59458,Starlink 31625,Starlink2A,1.0,1.23,118.9
57210,S59459,Starlink 31631,Starlink2A,1.0,1.23,118.9
57211,S59460,Starlink 31620,Starlink2A,1.0,1.23,118.9
57212,,,,0.0,,
57213,S59462,Starlink 31511,Starlink2A,1.0,1.23,118.9
57214,S59463,Starlink 31364,Starlink2A,1.0,1.23,118.9
57215,S59464,Starlink 31597,Starlink2A,1.0,1.23,118.9
57216,S59465,Starlink 31621,Starlink2A,1.0,1.23,118.9
57217,S59466,Starlink 31462,Starlink2A,1.0,1.23,118.9
57218,S59467,Starlink 31592,Starlink2A,1.0,1.23,118.9
57219,S59468,Starlink 31267,Starlink2A,1.0,1.23,118.9
57220,S59469,Starlink 31381,Starlink2A,1.0,1.23,118.9
57221,S59470,Starlink 31546,Starlink2A,1.0,1.23,118.9
57222,S59471,Starlink 31575,Starlink2A,1.0,1.23,118.9
57223,,,,0.0,,
57224,S59473,Starlink 31610,Starlink2A,1.0,1.23,118.9
57225,S59474,Starlink 31581,Starlink2A,1.0,1.23,118.9
57226,S59475,Starlink 31566,Starlink2A,1.0,1.23,118.9
57227,S59476,Starlink 31515,Starlink2A,1.0,1.23,118.9
57228,S59477,Starlink 31531,Starlink2A,1.0,1.23,118.9
57229,,,,0.0,,
57230,S59479,GMM KA,Angara,1.0,8.0,8.0
57231,,,,0.0,,
57232,S59481,WSF-M SV1,DMSP,1.0,3.5,7.28
57233,,,,0.0,,
57234,,,,0.0,,
57235,S59484,Starlink 31753,Starlink2A,1.0,1.23,118.9
57236,,,,0.0,,
57237,S59486,Starlink 31733,Starlink2A,1.0,1.23,118.9
57238,S59487,Starlink 31657,Starlink2A,1.0,1.23,118.9
57239,S59488,Starlink 31754,Starlink2A,1.0,1.23,118.9
57240,S59489,Starlink 31638,Starlink2A,1.0,1.23,118.9
57241,S59490,Starlink 31670,Starlink2A,1.0,1.23,118.9
57242,S59491,Starlink 31712,Starlink2A,1.0,1.23,118.9
57243,S59492,Starlink 31684,Starlink2A,1.0,1.23,118.9
57244,S59493,Starlink 31678,Starlink2A,1.0,1.23,118.9
57245,S59494,Starlink 31744,Starlink2A,1.0,1.23,118.9
57246,S59495,Starlink 31719,Starlink2A,1.0,1.23,118.9
57247,S59496,Starlink 31728,Starlink2A,1.0,1.23,118.9
57248,S59497,Starlink 31720,Starlink2A,1.0,1.23,118.9
57249,S59498,Starlink 31731,Starlink2A,1.0,1.23,118.9
57250,S59499,Starlink 31742,Starlink2A,1.0,1.23,118.9
57251,S59500,Starlink 31512,Starlink2A,1.0,1.23,118.9
57252,S59501,Starlink 31458,Starlink2A,1.0,1.23,118.9
57253,S59502,Starlink 31357,Starlink2A,1.0,1.23,118.9
57254,S59503,Starlink 31508,Starlink2A,1.0,1.23,118.9
57255,S59504,Starlink 31535,Starlink2A,1.0,1.23,118.9
57256,S59505,Starlink 31533,Starlink2A,1.0,1.23,118.9
57257,S59506,Starlink 31524,Starlink2A,1.0,1.23,118.9
57258,,,,0.0,,
57259,,,,0.0,,
57260,,,,0.0,,
57261,S59510,Siwei Gaojing 3-01,Siwei,1.0,0.25,0.25
57262,S59511,Starlink 31635,Starlink2A,1.0,1.23,118.9
57263,S59512,Starlink 31650,Starlink2A,1.0,1.23,118.9
57264,S59513,Starlink 31658,Starlink2A,1.0,1.23,118.9
57265,,,,0.0,,
57266,S59515,Starlink 31669,Starlink2A,1.0,1.23,118.9
57267,S59516,Starlink 31671,Starlink2A,1.0,1.23,118.9
57268,S59517,Starlink 31674,Starlink2A,1.0,1.23,118.9
57269,,,,0.0,,
57270,S59519,Starlink 31679,Starlink2A,1.0,1.23,118.9
57271,S59520,Starlink 31370,Starlink2A,1.0,1.23,118.9
57272,S59521,Starlink 31404,Starlink2A,1.0,1.23,118.9
57273,S59522,Starlink 31453,Starlink2A,1.0,1.23,118.9
57274,S59523,Starlink 31476,Starlink2A,1.0,1.23,118.9
57275,,,,0.0,,
57276,S59525,Starlink 31538,Starlink2A,1.0,1.23,118.9
57277,S59526,Starlink 31564,Starlink2A,1.0,1.23,118.9
57278,S59527,Starlink 31452,Starlink2A,1.0,1.23,118.9
57279,,,,0.0,,
57280,S59529,Starlink 31513,Starlink2A,1.0,1.23,118.9
57281,S59530,Starlink 31392,Starlink2A,1.0,1.23,118.9
57282,S59531,Starlink 31619,Starlink2A,1.0,1.23,118.9
57283,,,,0.0,,
57284,S59533,Starlink 31509,Starlink2A,1.0,1.23,118.9
57285,S59534,Starlink 31734,Starlink2A,1.0,1.23,118.9
57286,S59535,Starlink 31738,Starlink2A,1.0,1.23,118.9
57287,S59536,Starlink 31721,Starlink2A,1.0,1.23,118.9
57288,S59537,Starlink 31737,Starlink2A,1.0,1.23,118.9
57289,S59538,Starlink 31725,Starlink2A,1.0,1.23,118.9
57290,S59539,Starlink 31539,Starlink2A,1.0,1.23,118.9
57291,S59540,Starlink 31397,Starlink2A,1.0,1.23,118.9
57292,S59541,Starlink 31481,Starlink2A,1.0,1.23,118.9
57293,S59542,Starlink 31540,Starlink2A,1.0,1.23,118.9
57294,S59543,Starlink 31574,Starlink2A,1.0,1.23,118.9
57295,S59544,Starlink 31556,Starlink2A,1.0,1.23,118.9
57296,S59545,Starlink 31582,Starlink2A,1.0,1.23,118.9
57297,S59546,Starlink 31519,Starlink2A,1.0,1.23,118.9
57298,S59547,Starlink 31736,Starlink2A,1.0,1.23,118.9
57299,S59548,Starlink 31675,Starlink2A,1.0,1.23,118.9
57300,S59549,Starlink 31722,Starlink2A,1.0,1.23,118.9
57301,S59550,Starlink 31741,Starlink2A,1.0,1.23,118.9
57302,S59551,Starlink 31699,Starlink2A,1.0,1.23,118.9
57303,S59552,Starlink 31750,Starlink2A,1.0,1.23,118.9
57304,S59553,Starlink 31723,Starlink2A,1.0,1.23,118.9
57305,S59554,Starlink 31724,Starlink2A,1.0,1.23,118.9
57306,S59555,Starlink 31730,Starlink2A,1.0,1.23,118.9
57307,S59556,Starlink 31718,Starlink2A,1.0,1.23,118.9
57308,S59557,Yaogan 42 hao 02 xing,YG-42,1.0,6.25,12.5
57309,,,,0.0,,
57310,,,,0.0,,
57311,,,,0.0,,
57312,,,,0.0,,
57313,,,,0.0,,
57314,,,,0.0,,
57315,S59564,Starlink 31747,Starlink2A,1.0,1.23,118.9
57316,S59565,Starlink 31388,Starlink2A,1.0,1.23,118.9
57317,S59566,Starlink 31332,Starlink2A,1.0,1.23,118.9
57318,S59567,Starlink 31689,Starlink2A,1.0,1.23,118.9
57319,S59568,Starlink 31471,Starlink2A,1.0,1.23,118.9
57320,S59569,Starlink 31470,Starlink2A,1.0,1.23,118.9
57321,S59570,Starlink 31587,Starlink2A,1.0,1.23,118.9
57322,S59571,Starlink 31606,Starlink2A,1.0,1.23,118.9
57323,S59572,Starlink 31666,Starlink2A,1.0,1.23,118.9
57324,S59573,Starlink 31683,Starlink2A,1.0,1.23,118.9
57325,S59574,Starlink 31751,Starlink2A,1.0,1.23,118.9
57326,S59575,Starlink 31510,Starlink2A,1.0,1.23,118.9
57327,S59576,Starlink 31663,Starlink2A,1.0,1.23,118.9
57328,S59577,Starlink 31692,Starlink2A,1.0,1.23,118.9
57329,S59578,Starlink 31685,Starlink2A,1.0,1.23,118.9
57330,S59579,Starlink 31686,Starlink2A,1.0,1.23,118.9
57331,S59580,Starlink 31668,Starlink2A,1.0,1.23,118.9
57332,S59581,Starlink 31690,Starlink2A,1.0,1.23,118.9
57333,S59582,Starlink 31701,Starlink2A,1.0,1.23,118.9
57334,S59583,Starlink 31697,Starlink2A,1.0,1.23,118.9
57335,S59584,Starlink 31662,Starlink2A,1.0,1.23,118.9
57336,S59585,Starlink 31702,Starlink2A,1.0,1.23,118.9
57337,S59586,Starlink 31704,Starlink2A,1.0,1.23,118.9
57338,S59587,Neonsat-1,Neonsat,1.0,0.5,0.5
57339,S59588,ACS3,Ames,1.0,0.06,2.54
57340,,,,0.0,,
57341,S59590,Electron 47 Kick Stage,-,1.0,0.48,1.44
57342,,,,0.0,,
57343,,,,0.0,,
57344,,,,0.0,,
57345,,,,0.0,,
57346,,,,0.0,,
57347,,,,0.0,,
57348,,,,0.0,,
57349,S59598,GalileoSat-29,Galileo,1.0,4.32,23.2
57350,S59599,Falcon 9-332 Stage 2,-,1.0,45.36,45.36
57351,S59600,GalileoSat-30,Galileo,1.0,4.32,23.2
57352,S59601,Starlink 31770,Starlink2A,1.0,1.23,118.9
57353,S59602,Starlink 31778,Starlink2A,1.0,1.23,118.9
57354,S59603,Starlink 31776,Starlink2A,1.0,1.23,118.9
57355,S59604,Starlink 31765,Starlink2A,1.0,1.23,118.9
57356,S59605,Starlink 31767,Starlink2A,1.0,1.23,118.9
57357,S59606,Starlink 31782,Starlink2A,1.0,1.23,118.9
57358,S59607,Starlink 31755,Starlink2A,1.0,1.23,118.9
57359,S59608,Starlink 31585,Starlink2A,1.0,1.23,118.9
57360,S59609,Starlink 31667,Starlink2A,1.0,1.23,118.9
57361,S59610,Starlink 31729,Starlink2A,1.0,1.23,118.9
57362,S59611,Starlink 31448,Starlink2A,1.0,1.23,118.9
57363,S59612,Starlink 31748,Starlink2A,1.0,1.23,118.9
57364,S59613,Starlink 31746,Starlink2A,1.0,1.23,118.9
57365,S59614,Starlink 31762,Starlink2A,1.0,1.23,118.9
57366,S59615,Starlink 31761,Starlink2A,1.0,1.23,118.9
57367,S59616,Starlink 31768,Starlink2A,1.0,1.23,118.9
57368,S59617,Starlink 31769,Starlink2A,1.0,1.23,118.9
57369,S59618,Starlink 31784,Starlink2A,1.0,1.23,118.9
57370,S59619,Starlink 31777,Starlink2A,1.0,1.23,118.9
57371,,,,0.0,,
57372,S59621,Starlink 31758,Starlink2A,1.0,1.23,118.9
57373,S59622,Starlink 31774,Starlink2A,1.0,1.23,118.9
57374,S59623,Starlink 31763,Starlink2A,1.0,1.23,118.9
57375,,,,0.0,,
57376,S59625,WorldView Legion 1,WV Legion,1.0,6.0,10.0
57377,S59626,WorldView Legion 2,WV Legion,1.0,6.0,10.0
57378,,,,0.0,,
57379,,,,0.0,,
57380,,,,0.0,,
57381,S59631,Starlink 31749,Starlink2A,1.0,1.23,118.9
57382,S59632,Starlink 31781,Starlink2A,1.0,1.23,118.9
57383,S59633,Starlink 31541,Starlink2A,1.0,1.23,118.9
57384,S59634,Starlink 31797,Starlink2A,1.0,1.23,118.9
57385,S59635,Starlink 31798,Starlink2A,1.0,1.23,118.9
57386,S59636,Starlink 31802,Starlink2A,1.0,1.23,118.9
57387,S59637,Starlink 31791,Starlink2A,1.0,1.23,118.9
57388,S59638,Starlink 31727,Starlink2A,1.0,1.23,118.9
57389,S59639,Starlink 31807,Starlink2A,1.0,1.23,118.9
57390,S59640,Starlink 31806,Starlink2A,1.0,1.23,118.9
57391,S59641,Starlink 31804,Starlink2A,1.0,1.23,118.9
57392,S59642,Starlink 31660,Starlink2A,1.0,1.23,118.9
57393,S59643,Starlink 31800,Starlink2A,1.0,1.23,118.9
57394,S59644,Starlink 31789,Starlink2A,1.0,1.23,118.9
57395,S59645,Starlink 31795,Starlink2A,1.0,1.23,118.9
57396,S59646,Starlink 31796,Starlink2A,1.0,1.23,118.9
57397,S59647,Starlink 31801,Starlink2A,1.0,1.23,118.9
57398,,,,0.0,,
57399,,,,0.0,,
57400,S59650,Starlink 31787,Starlink2A,1.0,1.23,118.9
57401,S59651,Starlink 31277,Starlink2A,1.0,1.23,118.9
57402,S59652,Starlink 31799,Starlink2A,1.0,1.23,118.9
57403,S59653,Starlink 31764,Starlink2A,1.0,1.23,118.9
57404,S59654,Starlink 31589,Starlink2A,1.0,1.23,118.9
57405,S59655,Starlink 31665,Starlink2A,1.0,1.23,118.9
57406,S59656,Starlink 31912,Starlink2A,1.0,1.23,118.9
57407,S59657,Starlink 31904,Starlink2A,1.0,1.23,118.9
57408,S59658,Starlink 31858,Starlink2A,1.0,1.23,118.9
57409,S59659,Starlink 31881,Starlink2A,1.0,1.23,118.9
57410,S59660,Starlink 31885,Starlink2A,1.0,1.23,118.9
57411,S59661,Starlink 31880,Starlink2A,1.0,1.23,118.9
57412,S59662,Starlink 31886,Starlink2A,1.0,1.23,118.9
57413,S59663,Starlink 31909,Starlink2A,1.0,1.23,118.9
57414,S59664,Starlink 31910,Starlink2A,1.0,1.23,118.9
57415,,,,0.0,,
57416,S59666,Starlink 31902,Starlink2A,1.0,1.23,118.9
57417,S59667,Starlink 31913,Starlink2A,1.0,1.23,118.9
57418,S59668,Starlink 31866,Starlink2A,1.0,1.23,118.9
57419,S59669,Starlink 31917,Starlink2A,1.0,1.23,118.9
57420,S59670,Starlink 31860,Starlink2A,1.0,1.23,118.9
57421,S59671,Starlink 31854,Starlink2A,1.0,1.23,118.9
57422,S59672,Starlink 31842,Starlink2A,1.0,1.23,118.9
57423,S59673,Starlink 31871,Starlink2A,1.0,1.23,118.9
57424,S59674,Starlink 31875,Starlink2A,1.0,1.23,118.9
57425,S59675,Starlink 31877,Starlink2A,1.0,1.23,118.9
57426,S59676,Starlink 31884,Starlink2A,1.0,1.23,118.9
57427,,,,0.0,,
57428,S59678,Zhixing 1C,Zhixing,1.0,0.15,0.3
57429,S59679,Kuanfu Guangxue Weixing,Harbin,1.0,0.15,0.3
57430,S59680,Gaofen Shipin Weixing,Harbin,1.0,0.15,0.3
57431,,,,0.0,,
57432,S59682,Starlink 32108,Starlink2A,1.0,1.23,118.9
57433,S59683,Starlink 32080,Starlink2A,1.0,1.23,118.9
57434,S59684,Starlink 32091,Starlink2A,1.0,1.23,118.9
57435,S59685,Starlink 32085,Starlink2A,1.0,1.23,118.9
57436,S59686,Starlink 32100,Starlink2A,1.0,1.23,118.9
57437,S59687,Starlink 32089,Starlink2A,1.0,1.23,118.9
57438,S59688,Starlink 32103,Starlink2A,1.0,1.23,118.9
57439,S59689,Starlink 32105,Starlink2A,1.0,1.23,118.9
57440,S59690,Starlink 32106,Starlink2A,1.0,1.23,118.9
57441,S59691,Starlink 32090,Starlink2A,1.0,1.23,118.9
57442,,,,0.0,,
57443,S59693,Starlink 32088,Starlink2A,1.0,1.23,118.9
57444,S59694,Starlink 32107,Starlink2A,1.0,1.23,118.9
57445,S59695,Starlink 32104,Starlink2A,1.0,1.23,118.9
57446,S59696,Starlink 32094,Starlink2A,1.0,1.23,118.9
57447,S59697,Starlink 32099,Starlink2A,1.0,1.23,118.9
57448,S59698,Starlink 32096,Starlink2A,1.0,1.23,118.9
57449,S59699,Starlink 32102,Starlink2A,1.0,1.23,118.9
57450,S59700,Starlink 32092,Starlink2A,1.0,1.23,118.9
57451,S59701,Starlink 32093,Starlink2A,1.0,1.23,118.9
57452,S59702,Starlink 32087,Starlink2A,1.0,1.23,118.9
57453,S59703,Starlink 32086,Starlink2A,1.0,1.23,118.9
57454,S59704,Starlink 32098,Starlink2A,1.0,1.23,118.9
57455,S59705,Zhihui Tianwang 1-01A,ZHTW,1.0,6.0,40.0
57456,S59706,Zhihui Tianwang 1-01B,ZHTW,1.0,6.0,40.0
57457,S59707,CZ-3B Y96? Stage 3,-,1.0,37.2,37.2
57458,S59708,Starlink 11107,Starlink2A,1.0,1.23,118.9
57459,S59709,Starlink 11088,Starlink2A,1.0,1.23,118.9
57460,S59710,Starlink 11092,Starlink2A,1.0,1.23,118.9
57461,S59711,Starlink 11082,Starlink2A,1.0,1.23,118.9
57462,S59712,Starlink 11108,Starlink2A,1.0,1.23,118.9
57463,S59713,Starlink 11100,Starlink2A,1.0,1.23,118.9
57464,S59714,Starlink 11094,Starlink2A,1.0,1.23,118.9
57465,S59715,Starlink 11101,Starlink2A,1.0,1.23,118.9
57466,S59716,Starlink 11099,Starlink2A,1.0,1.23,118.9
57467,S59717,Starlink 11084,Starlink2A,1.0,1.23,118.9
57468,S59718,Starlink 11103,Starlink2A,1.0,1.23,118.9
57469,S59719,Starlink 11096,Starlink2A,1.0,1.23,118.9
57470,S59720,Starlink 11095,Starlink2A,1.0,1.23,118.9
57471,S59721,Starlink 31834,Starlink2A,1.0,1.23,118.9
57472,S59722,Starlink 31843,Starlink2A,1.0,1.23,118.9
57473,S59723,Starlink 31766,Starlink2A,1.0,1.23,118.9
57474,S59724,Starlink 31836,Starlink2A,1.0,1.23,118.9
57475,S59725,Starlink 31820,Starlink2A,1.0,1.23,118.9
57476,S59726,Starlink 31642,Starlink2A,1.0,1.23,118.9
57477,S59727,Starlink 31827,Starlink2A,1.0,1.23,118.9
57478,S59728,Shiyan 23 Weixing,SW14,1.0,2.25,7.5
57479,S59729,CZ-4C Y50 Stage 3,-,1.0,20.01,20.01
57480,S59730,Starlink 31472,Starlink2A,1.0,1.23,118.9
57481,S59731,Starlink 31817,Starlink2A,1.0,1.23,118.9
57482,,,,0.0,,
57483,S59733,Starlink 31833,Starlink2A,1.0,1.23,118.9
57484,S59734,Starlink 31849,Starlink2A,1.0,1.23,118.9
57485,S59735,Starlink 31661,Starlink2A,1.0,1.23,118.9
57486,S59736,Starlink 31707,Starlink2A,1.0,1.23,118.9
57487,S59737,Starlink 31821,Starlink2A,1.0,1.23,118.9
57488,S59738,Starlink 31819,Starlink2A,1.0,1.23,118.9
57489,S59739,Starlink 31726,Starlink2A,1.0,1.23,118.9
57490,S59740,Starlink 31759,Starlink2A,1.0,1.23,118.9
57491,S59741,Starlink 31818,Starlink2A,1.0,1.23,118.9
57492,S59742,Starlink 31816,Starlink2A,1.0,1.23,118.9
57493,S59743,Starlink 31809,Starlink2A,1.0,1.23,118.9
57494,S59744,Starlink 31779,Starlink2A,1.0,1.23,118.9
57495,S59745,Starlink 31805,Starlink2A,1.0,1.23,118.9
57496,S59746,Starlink 31681,Starlink2A,1.0,1.23,118.9
57497,S59747,Starlink 31636,Starlink2A,1.0,1.23,118.9
57498,S59748,Starlink 31640,Starlink2A,1.0,1.23,118.9
57499,S59749,Starlink 31677,Starlink2A,1.0,1.23,118.9
57500,S59750,Starlink 31783,Starlink2A,1.0,1.23,118.9
57501,S59751,Starlink 31808,Starlink2A,1.0,1.23,118.9
57502,S59752,Starlink 31822,Starlink2A,1.0,1.23,118.9
57503,,,,0.0,,
57504,S59754,Starlink 11118,Starlink2A,1.0,1.23,118.9
57505,S59755,Starlink 11132,Starlink2A,1.0,1.23,118.9
57506,S59756,Starlink 11131,Starlink2A,1.0,1.23,118.9
57507,S59757,Starlink 11114,Starlink2A,1.0,1.23,118.9
57508,S59758,Starlink 11105,Starlink2A,1.0,1.23,118.9
57509,S59759,Starlink 11097,Starlink2A,1.0,1.23,118.9
57510,S59760,Starlink 11098,Starlink2A,1.0,1.23,118.9
57511,S59761,Starlink 11117,Starlink2A,1.0,1.23,118.9
57512,S59762,Starlink 11110,Starlink2A,1.0,1.23,118.9
57513,S59763,Starlink 11104,Starlink2A,1.0,1.23,118.9
57514,S59764,Starlink 11111,Starlink2A,1.0,1.23,118.9
57515,S59765,Starlink 11106,Starlink2A,1.0,1.23,118.9
57516,S59766,Starlink 31739,Starlink2A,1.0,1.23,118.9
57517,S59767,Starlink 31828,Starlink2A,1.0,1.23,118.9
57518,S59768,Starlink 31826,Starlink2A,1.0,1.23,118.9
57519,S59769,Starlink 31830,Starlink2A,1.0,1.23,118.9
57520,S59770,Starlink 31829,Starlink2A,1.0,1.23,118.9
57521,S59771,Starlink 31786,Starlink2A,1.0,1.23,118.9
57522,S59772,Starlink 31835,Starlink2A,1.0,1.23,118.9
57523,S59773,Kosmos-2576,Nivelir-L,1.0,3.9,3.9
57524,S59774,Zorkiy-2M No. 4,Sputnix,1.0,0.08,0.08
57525,S59775,Zorkiy-2M No. 6,Sputnix,1.0,0.08,0.08
57526,S59776,SITRO-AIS-53,Sputnix,1.0,0.03,0.03
57527,S59777,SITRO-AIS-54,Sputnix,1.0,0.03,0.03
57528,S59778,SITRO-AIS-55,Sputnix,1.0,0.03,0.03
57529,S59779,Rassvet-2 No. 1,Rassvet,1.0,0.72,3.0
57530,S59780,Rassvet-2 No. 2,Rassvet,1.0,0.72,3.0
57531,S59781,Rassvet-2 No. 3,Rassvet,1.0,0.72,3.0
57532,S59782,Starlink 31363,Starlink2A,1.0,1.23,118.9
57533,S59783,Starlink 31868,Starlink2A,1.0,1.23,118.9
57534,S59784,Starlink 31848,Starlink2A,1.0,1.23,118.9
57535,S59785,Starlink 31890,Starlink2A,1.0,1.23,118.9
57536,S59786,Starlink 31862,Starlink2A,1.0,1.23,118.9
57537,S59787,Starlink 31870,Starlink2A,1.0,1.23,118.9
57538,S59788,Starlink 31888,Starlink2A,1.0,1.23,118.9
57539,S59789,Starlink 31863,Starlink2A,1.0,1.23,118.9
57540,S59790,Starlink 31873,Starlink2A,1.0,1.23,118.9
57541,S59791,Starlink 31865,Starlink2A,1.0,1.23,118.9
57542,,,,0.0,,
57543,,,,0.0,,
57544,S59794,Starlink 31823,Starlink2A,1.0,1.23,118.9
57545,S59795,Starlink 31916,Starlink2A,1.0,1.23,118.9
57546,,,,0.0,,
57547,S59797,Starlink 31907,Starlink2A,1.0,1.23,118.9
57548,S59798,Starlink 31687,Starlink2A,1.0,1.23,118.9
57549,S59799,Starlink 31810,Starlink2A,1.0,1.23,118.9
57550,S59800,Starlink 31812,Starlink2A,1.0,1.23,118.9
57551,S59801,Starlink 31815,Starlink2A,1.0,1.23,118.9
57552,S59802,Starlink 31814,Starlink2A,1.0,1.23,118.9
57553,S59803,Starlink 31794,Starlink2A,1.0,1.23,118.9
57554,S59804,Starlink 31824,Starlink2A,1.0,1.23,118.9
57555,S59805,Beijing-3C 01,21AT,1.0,1.0,5.0
57556,S59806,Beijing-3C 02,21AT,1.0,1.0,5.0
57557,S59807,Beijing-3C 03,21AT,1.0,1.0,5.0
57558,S59808,Beijing-3C 04,21AT,1.0,1.0,5.0
57559,S59809,SITRO-AIS-56,Sputnix,1.0,0.03,0.03
57560,S59810,Wuhan-1,Wuhan,1.0,0.75,1.75
57561,,,,0.0,,
57562,S59812,Xinghuan-Nanxindaxing,Tianyan,1.0,0.09,0.3
57563,,,,0.0,,
57564,S59835,Starlink 31947,Starlink2A,1.0,1.23,118.9
57565,S59836,Starlink 31929,Starlink2A,1.0,1.23,118.9
57566,S59837,Starlink 31927,Starlink2A,1.0,1.23,118.9
57567,S59838,Starlink 31855,Starlink2A,1.0,1.23,118.9
57568,S59839,Starlink 31887,Starlink2A,1.0,1.23,118.9
57569,,,,0.0,,
57570,S59841,Starlink 31852,Starlink2A,1.0,1.23,118.9
57571,S59842,Starlink 31906,Starlink2A,1.0,1.23,118.9
57572,S59843,Starlink 31857,Starlink2A,1.0,1.23,118.9
57573,S59844,Starlink 31851,Starlink2A,1.0,1.23,118.9
57574,S59845,Starlink 31903,Starlink2A,1.0,1.23,118.9
57575,S59846,Starlink 31922,Starlink2A,1.0,1.23,118.9
57576,S59847,Starlink 31889,Starlink2A,1.0,1.23,118.9
57577,S59848,Starlink 31859,Starlink2A,1.0,1.23,118.9
57578,S59849,Starlink 31895,Starlink2A,1.0,1.23,118.9
57579,S59850,Starlink 31899,Starlink2A,1.0,1.23,118.9
57580,S59851,Starlink 31896,Starlink2A,1.0,1.23,118.9
57581,,,,0.0,,
57582,S59853,Starlink 31892,Starlink2A,1.0,1.23,118.9
57583,S59854,Starlink 31891,Starlink2A,1.0,1.23,118.9
57584,S59855,Starlink 31882,Starlink2A,1.0,1.23,118.9
57585,S59856,Starlink 31691,Starlink2A,1.0,1.23,118.9
57586,S59857,Starlink 31569,Starlink2A,1.0,1.23,118.9
57587,S59858,Starlink 31654,Starlink2A,1.0,1.23,118.9
57588,S59859,Starlink 31442,Starlink2A,1.0,1.23,118.9
57589,S59860,Starlink 31651,Starlink2A,1.0,1.23,118.9
57590,,,,0.0,,
57591,S59862,Starlink 31584,Starlink2A,1.0,1.23,118.9
