,NORAD_ID,satname,area_1,area_2,valid,program
0,S00004,EXPLORER 1,,,,
1,S00005,VANGUARD 1,0.01,0.01,1.0,Vanguard Test
2,S00008,SPUTNIK 3,,,,
3,S00009,EXPLORER 4,,,,
4,S00011,VANGUARD 2,0.25,0.25,1.0,Vanguard
5,S00012,VANGUARD R/B,1.05,1.05,1.0,-
6,S00015,EXPLORER 6,,,,
7,S00016,VANGUARD R/B,1.05,1.05,1.0,-
8,S00017,THOR ABLE R/B,,,,
9,S00018,DISCOVERER 5,,,,
10,S00019,DISCOVERER 6,,,,
11,S00020,VANGUARD 3,0.6,0.6,1.0,Vanguard3
12,S00022,EXPLORER 7,0.64,5.6,1.0,ExplorerG
13,S00023,JUNO II R/B,,,,
14,S00024,DISCOVERER 7,,,,
15,S00025,DISCOVERER 8,,,,
16,S00026,DISCOVERER 5 CAPSULE,,,,
17,S00028,THOR ABLE R/B,,,,
18,S00029,TIROS 1,0.55,1.21,1.0,Tiros
19,S00030,THOR ABLESTAR R/B,,,,
20,S00031,TRANSIT 1B,,,,
21,S00032,DISCOVERER 11,,,,
22,S00033,THOR ABLESTAR DEB,,,,
23,S00034,SPUTNIK 4,,,,
24,S00035,SL-3 R/B,,,,
25,S00036,SPUTNIK 4 CABIN,,,,
26,S00037,SPUTNIK 4 DEB,,,,
27,S00038,SPUTNIK 4 DEB,,,,
28,S00039,SPUTNIK 4 DEB,,,,
29,S00040,SPUTNIK 4 DEB,,,,
30,S00041,SPUTNIK 4 DEB,,,,
31,S00042,SPUTNIK 4 DEB,,,,
32,S00043,MIDAS 2,,,,
33,S00044,MIDAS 2 DEB,,,,
34,S00045,TRANSIT 2A,0.81,0.81,1.0,NNS
35,S00046,SOLRAD 1 (GREB),0.09,0.09,1.0,GRAB
36,S00047,THOR ABLESTAR R/B,6.72,6.72,1.0,-
37,S00048,DISCOVERER 13,,,,
38,S00049,ECHO 1,,,,
39,S00050,DELTA 1 R/B,0.75,0.75,1.0,-
40,S00051,ECHO 1 DEB (METAL OBJ),0.28,0.49,1.0,-
41,S00052,ECHO 1 DEB (MYLAR OBJ),,,,
42,S00053,ECHO 1 DEB (METAL OBJ),0.28,0.49,1.0,-
43,S00054,DISCOVERER 14,,,,
44,S00055,SPUTNIK 5,,,,
45,S00056,SL-3 R/B,,,,
46,S00057,DISCOVERER 15,,,,
47,S00058,COURIER 1B,1.69,1.69,1.0,Courier
48,S00059,THOR ABLESTAR R/B,6.72,6.72,1.0,-
49,S00060,EXPLORER 8,,,,
50,S00061,DISCOVERER 17,,,,
51,S00062,JUNO II R/B,,,,
52,S00063,TIROS 2,,,,
53,S00064,DELTA 1 R/B,,,,
54,S00065,SPUTNIK 6,,,,
55,S00066,SL-3 R/B,,,,
56,S00067,DISCOVERER 18,,,,
57,S00068,DISCOVERER 19,,,,
58,S00069,JUNO II DEB,,,,
59,S00070,SAMOS 2,,,,
60,S00071,SPUTNIK 7,,,,
61,S00072,SL-6 R/B,,,,
62,S00073,SL-6 DEB,,,,
63,S00074,DELTA 1 DEB,,,,
64,S00075,DELTA 1 DEB,,,,
65,S00076,SL-6 R/B,,,,
66,S00077,SPUTNIK 8,,,,
67,S00078,SL-6 DEB,,,,
68,S00079,ATLAS AGENA A R/B,,,,
69,S00081,EXPLORER 9,,,,
70,S00082,SCOUT X-1 R/B,0.75,0.75,1.0,-
71,S00083,DISCOVERER 20,,,,
72,S00084,DISCOVERER 21,,,,
73,S00085,SCOUT X-1 DEB,,,,
74,S00087,TRANSIT 3B/LOFTI 1,,,,
75,S00088,DISCOVERER 20 DEB,,,,
76,S00089,DISCOVERER 20 DEB,,,,
77,S00090,DISCOVERER 20 DEB,,,,
78,S00091,SPUTNIK 9,,,,
79,S00092,SPUTNIK 9 DEB,,,,
80,S00093,SPUTNIK 9 DEB,,,,
81,S00095,SPUTNIK 10,,,,
82,S00096,SL-3 R/B,,,,
83,S00097,SL-3 DEB,,,,
84,S00099,THOR ABLESTAR DEB,,,,
85,S00100,DISCOVERER 23,,,,
86,S00101,THOR ABLE DEB (YO),,,,
87,S00102,DISCOVERER 23 CAPSULE,,,,
88,S00104,SL-3 R/B,,,,
89,S00105,JUNO II DEB,,,,
90,S00106,DISCOVERER 23 DEB,,,,
91,S00107,EXPLORER 11,0.33,0.33,1.0,ExplorerG
92,S00108,DISCOVERER 25,,,,
93,S00109,DISCOVERER 25 DEB,,,,
94,S00115,THOR ABLE DEB (YO),,,,
95,S00116,TRANSIT 4A,0.88,1.21,1.0,NNS
96,S00117,SOLRAD 3/INJUN 1,0.16,0.16,1.0,Injun
97,S00118,THOR ABLESTAR R/B,6.72,6.72,1.0,-
98,S00119,THOR ABLESTAR DEB,,,,
99,S00120,THOR ABLESTAR DEB,,,,
100,S00121,THOR ABLESTAR DEB,,,,
101,S00122,THOR ABLESTAR DEB,,,,
102,S00123,THOR ABLESTAR DEB,,,,
103,S00124,THOR ABLESTAR DEB,,,,
104,S00125,THOR ABLESTAR DEB,,,,
105,S00126,THOR ABLESTAR DEB,,,,
106,S00127,THOR ABLESTAR DEB,,,,
107,S00128,THOR ABLESTAR DEB,,,,
108,S00129,THOR ABLESTAR DEB,,,,
109,S00130,THOR ABLESTAR DEB,,,,
110,S00131,THOR ABLESTAR DEB,,,,
111,S00132,THOR ABLESTAR DEB,,,,
112,S00133,THOR ABLESTAR DEB,,,,
113,S00134,THOR ABLESTAR DEB,,,,
114,S00135,THOR ABLESTAR DEB,,,,
115,S00136,THOR ABLESTAR DEB,,,,
116,S00137,THOR ABLESTAR DEB,,,,
117,S00138,THOR ABLESTAR DEB,,,,
118,S00139,THOR ABLESTAR DEB,,,,
119,S00140,THOR ABLESTAR DEB,,,,
120,S00141,THOR ABLESTAR DEB,,,,
121,S00142,THOR ABLESTAR DEB,,,,
122,S00143,THOR ABLESTAR DEB,,,,
123,S00144,THOR ABLESTAR DEB,,,,
124,S00145,THOR ABLESTAR DEB,,,,
125,S00146,THOR ABLESTAR DEB,,,,
126,S00147,THOR ABLESTAR DEB,,,,
127,S00148,THOR ABLESTAR DEB,,,,
128,S00149,THOR ABLESTAR DEB,,,,
129,S00150,THOR ABLESTAR DEB,,,,
130,S00151,THOR ABLESTAR DEB,,,,
131,S00152,THOR ABLESTAR DEB,,,,
132,S00153,THOR ABLESTAR DEB,,,,
133,S00154,THOR ABLESTAR DEB,,,,
134,S00155,THOR ABLESTAR DEB,,,,
135,S00156,THOR ABLESTAR DEB,,,,
136,S00157,THOR ABLESTAR DEB,,,,
137,S00158,THOR ABLESTAR DEB,,,,
138,S00159,THOR ABLESTAR DEB,,,,
139,S00160,DISCOVERER 26,,,,
140,S00161,THOR ABLESTAR DEB,,,,
141,S00162,TIROS 3,0.55,1.21,1.0,Tiros
142,S00163,MIDAS 3,3.0,3.0,1.0,MIDAS ETS-II
143,S00164,MIDAS 3 DEB,,,,
144,S00165,DELTA 1 R/B,,,,
145,S00166,DELTA 1 DEB (YO),,,,
146,S00167,DELTA 1 DEB (YO),,,,
147,S00168,VOSTOK 2,,,,
148,S00169,SL-3 R/B,,,,
149,S00170,EXPLORER 12,,,,
150,S00171,THOR ABLESTAR DEB,,,,
151,S00172,THOR ABLESTAR DEB,,,,
152,S00173,RANGER 1,,,,
153,S00174,ATLAS AGENA B R/B,,,,
154,S00175,THOR ABLESTAR DEB,,,,
155,S00176,THOR ABLESTAR DEB,,,,
156,S00177,THOR ABLESTAR DEB,,,,
157,S00178,THOR ABLESTAR DEB,,,,
158,S00179,THOR ABLESTAR DEB,,,,
159,S00180,EXPLORER 13,,,,
160,S00181,DISCOVERER 29,,,,
161,S00182,DISCOVERER 30,,,,
162,S00184,ATLAS D R/B,,,,
163,S00185,DISCOVERER 30 DEB,,,,
164,S00186,DISCOVERER 31,,,,
165,S00187,DISCOVERER 30 DEB,,,,
166,S00188,MIDAS 3 DEB,0.45,0.45,1.0,-
167,S00189,DISCOVERER 32,,,,
168,S00190,DISCOVERER 32 DEB,,,,
169,S00191,DISCOVERER 32 DEB,,,,
170,S00192,MIDAS 4,3.0,3.0,1.0,MIDAS ETS-II
171,S00193,MIDAS 4 DEB (NOSECONE),,,,
172,S00194,MIDAS 4 DEB,0.1,0.1,1.0,Westford
173,S00195,MIDAS 4 DEB,0.45,0.45,1.0,-
174,S00196,MIDAS 3 DEB,0.45,0.45,1.0,-
175,S00197,DISCOVERER 34,,,,
176,S00198,DISCOVERER 34 DEB,,,,
177,S00199,DISCOVERER 34 DEB,,,,
178,S00200,DISCOVERER 34 DEB,,,,
179,S00201,DISCOVERER 35,,,,
180,S00202,TRANSIT 4B,0.88,1.21,1.0,NNS
181,S00203,DISCOVERER 34 DEB,,,,
182,S00204,THOR ABLESTAR R/B,6.72,6.72,1.0,-
183,S00205,TRAAC,1.1,11.0,1.0,NNS
184,S00206,RANGER 2,,,,
185,S00207,DISCOVERER 35 DEB,,,,
186,S00209,ATLAS D 5 R/B,,,,
187,S00210,THOR ABLESTAR DEB,,,,
188,S00211,THOR ABLESTAR DEB,,,,
189,S00212,THOR ABLESTAR DEB,,,,
190,S00213,DISCOVERER 36,,,,
191,S00214,OSCAR 1,,,,
192,S00215,DISCOVERER 36 CAPSULE,,,,
193,S00216,THOR ABLESTAR DEB,,,,
194,S00217,SAMOS 5,,,,
195,S00218,ATLAS AGENA B R/B,,,,
196,S00219,SAMOS 5 DEB (REFLECTOR),,,,
197,S00220,THOR ABLESTAR DEB,,,,
198,S00223,THOR ABLESTAR DEB,,,,
199,S00224,THOR ABLESTAR DEB,,,,
200,S00225,THOR ABLESTAR DEB,,,,
201,S00226,TIROS 4,0.55,1.21,1.0,Tiros
202,S00227,DELTA 1 DEB (YO),,,,
203,S00228,DELTA 1 DEB (YO),,,,
204,S00229,DELTA 1 R/B,,,,
205,S00230,THOR ABLESTAR DEB,,,,
206,S00231,THOR ABLESTAR DEB,,,,
207,S00232,THOR ABLESTAR DEB,,,,
208,S00233,THOR ABLESTAR DEB,,,,
209,S00234,THOR ABLESTAR DEB,,,,
210,S00235,THOR ABLESTAR DEB,,,,
211,S00236,THOR ABLESTAR DEB,,,,
212,S00237,THOR ABLESTAR DEB,,,,
213,S00238,THOR ABLESTAR DEB,,,,
214,S00239,THOR ABLESTAR DEB,,,,
215,S00241,ATLAS D R/B,,,,
216,S00242,FTV 2301,,,,
217,S00243,THOR ABLESTAR DEB,,,,
218,S00244,THOR ABLESTAR DEB,,,,
219,S00245,THOR ABLESTAR DEB,,,,
220,S00246,THOR ABLESTAR DEB,,,,
221,S00247,DISCOVERER 38,,,,
222,S00248,DISCOVERER 38 DEB,,,,
223,S00249,DISCOVERER 38 DEB,,,,
224,S00250,THOR ABLESTAR DEB,,,,
225,S00251,DISCOVERER 38 DEB,,,,
226,S00252,THOR ABLESTAR DEB,,,,
227,S00253,THOR ABLESTAR DEB,,,,
228,S00254,THOR ABLESTAR DEB,,,,
229,S00255,OSO 1,,,,
230,S00256,SAMOS 6,,,,
231,S00257,DELTA 1 R/B,,,,
232,S00258,SAMOS 6 DEB (REFLECTOR),,,,
233,S00259,ATLAS AGENA B R/B,,,,
234,S00260,THOR ABLESTAR DEB,,,,
235,S00261,THOR ABLESTAR DEB,,,,
236,S00262,THOR ABLESTAR DEB,,,,
237,S00263,THOR ABLESTAR DEB,,,,
238,S00264,THOR ABLESTAR DEB,,,,
239,S00265,THOR ABLESTAR DEB,,,,
240,S00266,COSMOS 1 (SPUTNIK 11),,,,
241,S00267,SL-7 R/B,,,,
242,S00268,THOR ABLESTAR DEB,,,,
243,S00269,COSMOS 2 (SPUTNIK 12),,,,
244,S00270,SL-7 R/B,,,,
245,S00271,MIDAS 5 (STRONGBACK),3.0,3.0,1.0,MIDAS ETS-II
246,S00272,MIDAS 5 DEB,,,,
247,S00273,MIDAS 5 DEB,0.45,0.45,1.0,-
248,S00274,MIDAS 5 DEB,0.45,0.45,1.0,-
249,S00275,THOR ABLESTAR DEB,,,,
250,S00276,FTV 1154,,,,
251,S00281,COSMOS 3 (SPUTNIK 13),,,,
252,S00283,SL-7 R/B,,,,
253,S00284,SL-3 R/B,,,,
254,S00285,ARIEL 1 (UK-1),,,,
255,S00288,DELTA 1 R/B,,,,
256,S00290,FTV 1125,,,,
257,S00292,FTV 1126,,,,
258,S00293,FTV 1126 DEB,,,,
259,S00294,FTV 1126 DEB,,,,
260,S00297,COSMOS 5 (SPUTNIK 15),,,,
261,S00298,SL-7 R/B,,,,
262,S00299,THOR ABLESTAR DEB,,,,
263,S00300,THOR ABLESTAR DEB,,,,
264,S00301,THOR ABLESTAR DEB,,,,
265,S00302,FTV 1128,,,,
266,S00304,FTV 1127,,,,
267,S00305,OSCAR 2,,,,
268,S00306,FTV 1127 DEB,,,,
269,S00307,SAMOS 8 (FTV 2402),,,,
270,S00308,FTV 2312,,,,
271,S00309,TIROS 5,0.66,1.21,1.0,Tiros
272,S00310,FTV 2312 DEB,,,,
273,S00311,DELTA 1 R/B,,,,
274,S00312,DELTA 1 DEB (YO),,,,
275,S00313,DELTA 1 DEB (YO),,,,
276,S00314,FTV 2312 DEB,,,,
277,S00315,FTV 1129,,,,
278,S00316,FTV 1151,,,,
279,S00317,THOR ABLESTAR DEB,,,,
280,S00318,THOR ABLESTAR DEB,,,,
281,S00319,THOR ABLESTAR DEB,,,,
282,S00320,THOR ABLESTAR DEB,,,,
283,S00321,THOR ABLESTAR DEB,,,,
284,S00322,THOR ABLESTAR DEB,,,,
285,S00323,THOR ABLESTAR DEB,,,,
286,S00324,THOR ABLESTAR DEB,,,,
287,S00325,THOR ABLESTAR DEB,,,,
288,S00326,THOR ABLESTAR DEB,,,,
289,S00327,THOR ABLESTAR DEB,,,,
290,S00328,THOR ABLESTAR DEB,,,,
291,S00329,THOR ABLESTAR DEB,,,,
292,S00330,THOR ABLESTAR DEB,,,,
293,S00331,THOR ABLESTAR DEB,,,,
294,S00332,THOR ABLESTAR DEB,,,,
295,S00333,THOR ABLESTAR DEB,,,,
296,S00334,THOR ABLESTAR DEB,,,,
297,S00335,THOR ABLESTAR DEB,,,,
298,S00336,THOR ABLESTAR DEB,,,,
299,S00337,THOR ABLESTAR DEB,,,,
300,S00338,COSMOS 6 (SPUTNIK 16),,,,
301,S00339,SL-7 R/B,,,,
302,S00340,TELSTAR 1,0.81,1.35,1.0,TSX
303,S00341,DELTA 1 R/B,0.75,0.75,1.0,-
304,S00342,ATLAS AGENA B R/B,,,,
305,S00343,SAMOS 9 (FTV 2403),,,,
306,S00344,FTV 1130,,,,
307,S00345,FTV 1131,,,,
308,S00346,COSMOS 7 (SPUTNIK 17),,,,
309,S00347,SL-3 R/B,,,,
310,S00350,THOR ABLESTAR DEB,,,,
311,S00351,THOR ABLESTAR DEB,,,,
312,S00352,THOR ABLESTAR DEB,,,,
313,S00353,THOR ABLESTAR DEB,,,,
314,S00354,THOR ABLESTAR DEB,,,,
315,S00355,THOR ABLESTAR DEB,,,,
316,S00356,THOR ABLESTAR DEB,,,,
317,S00357,THOR ABLESTAR DEB,,,,
318,S00358,THOR ABLESTAR DEB,,,,
319,S00359,THOR ABLESTAR DEB,,,,
320,S00360,FTV 1152,,,,
321,S00361,SAMOS 10 (FTV 2404),,,,
322,S00362,FTV 1152 DEB,,,,
323,S00363,VOSTOK 3,,,,
324,S00364,SL-3 R/B,,,,
325,S00365,VOSTOK 4,,,,
326,S00366,SL-3 R/B,,,,
327,S00367,COSMOS 8 (SPUTNIK 18),,,,
328,S00368,SL-7 R/B,,,,
329,S00369,FTV 3502,0.3,0.3,1.0,P35
330,S00370,SCOUT X-2M DEB,,,,
331,S00371,SPUTNIK 19,,,,
332,S00372,SL-6 R/B,,,,
333,S00373,SL-6 DEB,,,,
334,S00376,SL-6 DEB,,,,
335,S00377,FTV 1153,,,,
336,S00378,SCOUT X-2M DEB,,,,
337,S00379,SL-6 DEB,,,,
338,S00380,SL-6 DEB,,,,
339,S00381,SPUTNIK 20,,,,
340,S00382,SL-6 R/B,,,,
341,S00383,SL-6 DEB,,,,
342,S00384,SL-6 DEB,,,,
343,S00385,FTV 1132,,,,
344,S00386,SL-6 DEB,,,,
345,S00387,SL-6 DEB,,,,
346,S00388,SCOUT X-2M R/B,,,,
347,S00390,SL-6 R/B,,,,
348,S00391,SL-6 DEB,,,,
349,S00392,SL-6 DEB,,,,
350,S00393,SL-6 DEB,,,,
351,S00394,SL-6 DEB,,,,
352,S00395,SL-6 DEB,,,,
353,S00396,FTV 1133/ERS 2,,,,
354,S00397,TIROS 6,0.66,1.21,1.0,Tiros
355,S00398,DELTA 1 R/B,,,,
356,S00399,DELTA 1 DEB (YO),,,,
357,S00400,DELTA 1 DEB (YO),,,,
358,S00401,THOR ABLESTAR DEB,,,,
359,S00402,THOR ABLESTAR DEB,,,,
360,S00403,THOR ABLESTAR DEB,,,,
361,S00404,THOR ABLESTAR DEB,,,,
362,S00405,THOR ABLESTAR DEB,,,,
363,S00406,THOR ABLESTAR DEB,,,,
364,S00407,THOR ABLESTAR DEB,,,,
365,S00408,THOR ABLESTAR DEB,,,,
366,S00409,THOR ABLESTAR DEB,,,,
367,S00410,THOR ABLESTAR DEB,,,,
368,S00411,THOR ABLESTAR DEB,,,,
369,S00412,THOR ABLESTAR DEB,,,,
370,S00413,THOR ABLESTAR DEB,,,,
371,S00414,THOR ABLESTAR DEB,,,,
372,S00415,THOR ABLESTAR DEB,,,,
373,S00416,THOR ABLESTAR DEB,,,,
374,S00417,THOR ABLESTAR DEB,,,,
375,S00418,THOR ABLESTAR DEB,,,,
376,S00419,THOR ABLESTAR DEB,,,,
377,S00420,THOR ABLESTAR DEB,,,,
378,S00421,THOR ABLESTAR DEB,,,,
379,S00422,COSMOS 9,,,,
380,S00423,SL-3 R/B,,,,
381,S00424,ALOUETTE 1 (S-27),0.99,50.6,1.0,Alouette
382,S00425,SL-3 DEB,,,,
383,S00426,THOR AGENA B R/B,0.99,0.99,1.0,NASA Small
384,S00427,FTV 1154,,,,
385,S00428,SL-3 DEB,,,,
386,S00429,SL-3 DEB,,,,
387,S00430,SL-3 DEB,,,,
388,S00431,SL-3 DEB,,,,
389,S00432,EXPLORER 14 (SERB 53A),,,,
390,S00433,MERCURY ATLAS 8,,,,
391,S00434,ATLAS D R/B,,,,
392,S00435,SL-3 DEB,,,,
393,S00436,FTV 1134,,,,
394,S00437,COSMOS 10,,,,
395,S00438,SL-3 R/B,,,,
396,S00441,COSMOS 11,,,,
397,S00442,SL-7 R/B,,,,
398,S00443,SPUTNIK 22,,,,
399,S00444,STARAD (FTV 1401),,,,
400,S00445,EXPLORER 15 (SERB 53B),,,,
401,S00446,ANNA 1B,0.81,0.81,1.0,ANNA
402,S00447,THOR ABLESTAR R/B,6.72,6.72,1.0,-
403,S00448,SL-6 R/B,,,,
404,S00449,SL-6 DEB,,,,
405,S00451,SPUTNIK 24,,,,
406,S00452,SL-6 DEB,,,,
407,S00453,FTV 1136,,,,
408,S00454,SL-6 R/B,,,,
409,S00456,SPUTNIK 22 DEB,,,,
410,S00457,SPUTNIK 22 DEB,,,,
411,S00458,SPUTNIK 22 DEB,,,,
412,S00459,SPUTNIK 22 DEB,,,,
413,S00460,SPUTNIK 22 DEB,,,,
414,S00461,THOR ABLESTAR DEB,,,,
415,S00462,THOR ABLESTAR DEB,,,,
416,S00463,THOR ABLESTAR DEB,,,,
417,S00464,THOR ABLESTAR DEB,,,,
418,S00465,THOR ABLESTAR DEB,,,,
419,S00466,THOR ABLESTAR DEB,,,,
420,S00467,THOR ABLESTAR DEB,,,,
421,S00468,THOR ABLESTAR DEB,,,,
422,S00469,THOR ABLESTAR DEB,,,,
423,S00470,THOR ABLESTAR DEB,,,,
424,S00471,THOR ABLESTAR DEB,,,,
425,S00472,THOR ABLESTAR DEB,,,,
426,S00473,THOR ABLESTAR DEB,,,,
427,S00474,THOR ABLESTAR DEB,,,,
428,S00475,THOR ABLESTAR DEB,,,,
429,S00476,THOR ABLESTAR DEB,,,,
430,S00477,THOR ABLESTAR DEB,,,,
431,S00478,THOR ABLESTAR DEB,,,,
432,S00479,THOR ABLESTAR DEB,,,,
433,S00480,THOR ABLESTAR DEB,,,,
434,S00481,FTV 1135,,,,
435,S00482,SPUTNIK 22 DEB,,,,
436,S00483,SPUTNIK 22 DEB,,,,
437,S00484,SPUTNIK 22 DEB,,,,
438,S00485,SPUTNIK 22 DEB,,,,
439,S00486,SPUTNIK 22 DEB,,,,
440,S00487,SPUTNIK 22 DEB,,,,
441,S00488,SL-6 DEB,,,,
442,S00489,SL-6 DEB,,,,
443,S00490,FTV 1155,,,,
444,S00491,SPUTNIK 22 DEB,,,,
445,S00492,SPUTNIK 22 DEB,,,,
446,S00493,SPUTNIK 22 DEB,,,,
447,S00494,SPUTNIK 22 DEB,,,,
448,S00495,SPUTNIK 22 DEB,,,,
449,S00496,SPUTNIK 22 DEB,,,,
450,S00497,SPUTNIK 22 DEB,,,,
451,S00498,SPUTNIK 22 DEB,,,,
452,S00499,SPUTNIK 22 DEB,,,,
453,S00500,SPUTNIK 22 DEB,,,,
454,S00501,SPUTNIK 22 DEB,,,,
455,S00502,BLACK SPHERE,,,,
456,S00503,RELAY 1 (A-15),0.56,0.91,1.0,Relay
457,S00504,INJUN 3,,,,
458,S00505,FTV 1156,,,,
459,S00506,EXPLORER 16,1.32,1.32,1.0,Explorer MME
460,S00507,SURCAL 1,,,,
461,S00508,SURCAL 1A,,,,
462,S00509,TRANSIT 5A,,,,
463,S00510,THOR AGENA B DEB,,,,
464,S00511,THOR AGENA B DEB,,,,
465,S00512,SPUTNIK 22 DEB,,,,
466,S00513,CALSPHERE 1A,,,,
467,S00514,SCOUT X-3 DEB,,,,
468,S00515,DELTA 1 R/B,0.75,0.75,1.0,-
469,S00516,THOR ABLESTAR DEB,,,,
470,S00517,COSMOS 12,,,,
471,S00518,SL-3 R/B,,,,
472,S00519,SCOUT X-3 R/B,,,,
473,S00520,THOR AGENA D R/B,,,,
474,S00521,SPUTNIK 25,,,,
475,S00522,SPUTNIK 25 DEB,,,,
476,S00523,SCOUT X-3 DEB (YO),,,,
477,S00524,SPUTNIK 25 DEB,,,,
478,S00525,FTV 1157,,,,
479,S00526,FTV 1157 DEB,,,,
480,S00527,FTV 2313,,,,
481,S00528,FTV 2313 DEB,,,,
482,S00529,FTV 2313 DEB,,,,
483,S00530,THOR ABLESTAR DEB,,,,
484,S00531,THOR ABLESTAR DEB,,,,
485,S00532,DELTA 1 R/B,,,,
486,S00533,FTV 0240,,,,
487,S00534,SCOUT X-3M R/B,,,,
488,S00535,SCOUT X-3M DEB,,,,
489,S00536,SCOUT X-3M DEB,,,,
490,S00537,THOR ABLESTAR DEB,,,,
491,S00538,THOR ABLESTAR DEB,,,,
492,S00539,THOR ABLESTAR DEB,,,,
493,S00540,THOR ABLESTAR DEB,,,,
494,S00541,THOR ABLESTAR DEB,,,,
495,S00542,THOR ABLESTAR DEB,,,,
496,S00543,THOR ABLESTAR DEB,,,,
497,S00544,THOR ABLESTAR DEB,,,,
498,S00545,THOR ABLESTAR DEB,,,,
499,S00546,THOR ABLESTAR DEB,,,,
500,S00547,THOR ABLESTAR DEB,,,,
501,S00548,THOR ABLESTAR DEB,,,,
502,S00549,THOR ABLESTAR DEB,,,,
503,S00550,THOR ABLESTAR DEB,,,,
504,S00551,THOR ABLESTAR DEB,,,,
505,S00552,THOR ABLESTAR DEB,,,,
506,S00553,SYNCOM 1,0.28,0.28,1.0,Syncom
507,S00554,COSMOS 13,,,,
508,S00555,SL-3 R/B,,,,
509,S00556,THOR ABLESTAR DEB,,,,
510,S00557,THOR ABLESTAR DEB,,,,
511,S00558,THOR ABLESTAR DEB,,,,
512,S00559,THOR ABLESTAR DEB,,,,
513,S00560,THOR ABLESTAR DEB,,,,
514,S00561,THOR ABLESTAR DEB,,,,
515,S00562,FTV 1660,,,,
516,S00563,SL-6 R/B,,,,
517,S00564,EXPLORER 17 (S-6),,,,
518,S00565,DELTA 1 R/B,,,,
519,S00567,COSMOS 14,,,,
520,S00568,SL-7 R/B,,,,
521,S00569,COSMOS 15,,,,
522,S00570,SL-3 R/B,,,,
523,S00571,COSMOS 16,,,,
524,S00572,SL-3 R/B,,,,
525,S00573,TELSTAR 2 (A-41),0.81,1.35,1.0,TSX
526,S00574,MIDAS 6 (FTV 1169),3.0,3.0,1.0,MIDAS ETS-III
527,S00575,DELTA 1 R/B,0.75,0.75,1.0,-
528,S00576,MERCURY ATLAS 9,,,,
529,S00577,ATLAS D R/B,,,,
530,S00578,FTV 1110,,,,
531,S00579,ERS 5,,,,
532,S00580,COSMOS 17,,,,
533,S00581,SL-7 DEB,,,,
534,S00582,SL-7 DEB,,,,
535,S00583,SL-7 DEB,,,,
536,S00584,SL-7 DEB,,,,
537,S00585,SL-7 DEB,,,,
538,S00586,COSMOS 18,,,,
539,S00587,SL-7 R/B,,,,
540,S00588,SL-7 R/B,,,,
541,S00589,DASH 1,5.76,5.76,1.0,DASH
542,S00590,THOR AGENA D,,,,
543,S00591,VOSTOK 5,,,,
544,S00592,SL-3 R/B,,,,
545,S00593,THOR AGENA D R/B,,,,
546,S00594,TRANSIT 5A3,,,,
547,S00595,VOSTOK 6,,,,
548,S00596,SL-3 R/B,,,,
549,S00597,SURCAL 1B,,,,
550,S00598,FTV 1292,,,,
551,S00599,SOLRAD 6,,,,
552,S00600,RADOSE 112,,,,
553,S00601,LOFTI 2A,,,,
554,S00602,WESTFORD NEEDLES,0.45,0.45,1.0,-
555,S00603,SCOUT X-3 R/B,,,,
556,S00604,TIROS 7,,,,
557,S00605,DELTA 1 R/B,,,,
558,S00606,DELTA 1 DEB,,,,
559,S00607,DELTA 1 DEB,,,,
560,S00608,ERS 6,0.04,0.04,1.0,TRS I
561,S00609,THOR AGENA D,,,,
562,S00610,SCOUT X-3 DEB,,,,
563,S00611,SCOUT X-3 DEB,,,,
564,S00612,GRS,,,,
565,S00613,THOR AGENA B,,,,
566,S00614,HITCH HIKER 1,,,,
567,S00615,THOR AGENA B DEB,,,,
568,S00616,THOR AGENA B DEB,,,,
569,S00617,THOR AGENA D DEB,,,,
570,S00618,ATLAS AGENA D,,,,
571,S00619,ATLAS AGENA D DEB,,,,
572,S00620,ATLAS AGENA D R/B,,,,
573,S00621,THOR AGENA D,,,,
574,S00622,MIDAS 7/ERS 10,3.0,3.0,1.0,MIDAS ETS-III
575,S00623,THOR AGENA D DEB,,,,
576,S00624,DASH 2,,,,
577,S00625,DELTA 1 R/B,,,,
578,S00627,THOR AGENA D DEB,,,,
579,S00628,WESTFORD NEEDLES,0.45,0.45,1.0,-
580,S00629,WESTFORD NEEDLES,0.01,0.01,1.0,Westford TP
581,S00630,ATLAS AGENA B DEB,0.45,0.45,1.0,-
582,S00631,ATLAS AGENA B DEB,0.45,0.45,1.0,-
583,S00632,COSMOS 19,,,,
584,S00633,SL-7 R/B,,,,
585,S00634,SYNCOM 2 (A 26),0.28,0.28,1.0,Syncom
586,S00635,ERS 9,0.04,0.04,1.0,TRS I
587,S00637,THOR AGENA D,,,,
588,S00638,0.1 SQ METER TARGET,,,,
589,S00639,THOR AGENA D DEB,,,,
590,S00640,THOR AGENA D DEB,,,,
591,S00641,ATLAS AGENA D,,,,
592,S00642,THOR AGENA D DEB,,,,
593,S00643,THOR ABLESTAR DEB,,,,
594,S00644,THOR ABLESTAR DEB,,,,
595,S00645,THOR ABLESTAR DEB,,,,
596,S00646,THOR ABLESTAR DEB,,,,
597,S00647,THOR ABLESTAR DEB,,,,
598,S00648,THOR ABLESTAR DEB,,,,
599,S00649,THOR ABLESTAR DEB,,,,
600,S00650,THOR ABLESTAR DEB,,,,
601,S00651,THOR ABLESTAR DEB,,,,
602,S00652,THOR ABLESTAR DEB,,,,
