,NORAD_ID,satname,area_1,area_2,valid,program
603,S00653,THOR ABLESTAR DEB,,,,
604,S00654,THOR ABLESTAR DEB,,,,
605,S00655,THOR ABLESTAR DEB,,,,
606,S00656,THOR ABLESTAR DEB,,,,
607,S00657,THOR ABLESTAR DEB,,,,
608,S00658,THOR ABLESTAR DEB,,,,
609,S00659,THOR ABLESTAR DEB,,,,
610,S00660,THOR ABLESTAR DEB,,,,
611,S00661,THOR ABLESTAR DEB,,,,
612,S00662,THOR ABLESTAR DEB,,,,
613,S00663,ATLAS AGENA D DEB,,,,
614,S00664,ATLAS AGENA D DEB,,,,
615,S00667,ATLAS AGENA D DEB,,,,
616,S00668,THOR AGENA D,,,,
617,S00669,THOR ABLESTAR R/B,6.72,6.72,1.0,-
618,S00670,TRANSIT 5B-1,0.21,21.7,1.0,NNS
619,S00671,RADIATION SAT (5E 1),0.1,1.5,1.0,NNS
620,S00672,THOR ABLESTAR DEB,,,,
621,S00673,COSMOS 20,,,,
622,S00674,VELA 2,1.96,1.96,1.0,Vela
623,S00675,ERS 12,,,,
624,S00676,SL-3 R/B,,,,
625,S00677,ATLAS AGENA D,,,,
626,S00678,ATLAS AGENA D R/B,,,,
627,S00679,ATLAS AGENA D DEB,,,,
628,S00680,ATLAS AGENA D DEB,,,,
629,S00681,THOR AGENA D,,,,
630,S00682,HITCH HIKER 2,,,,
631,S00683,POLYOT 1,,,,
632,S00684,SL-5 DEB,,,,
633,S00685,SL-5 R/B,,,,
634,S00686,SL-5 DEB,,,,
635,S00687,COSMOS 21,,,,
636,S00688,SL-6 R/B,,,,
637,S00689,COSMOS 22,,,,
638,S00690,SL-3 R/B,,,,
639,S00691,THOR AGENA D DEB,,,,
640,S00692,VELA 1,1.96,1.96,1.0,Vela
641,S00693,EXPLORER 18 (IMP-1),,,,
642,S00694,ATLAS CENTAUR 2 R/B,0.9,2.25,1.0,AC
643,S00695,THOR AGENA D,,,,
644,S00696,ATLAS CENTAUR 2 DEB,,,,
645,S00697,ATLAS CENTAUR 2 DEB,,,,
646,S00698,ATLAS CENTAUR 2 DEB,,,,
647,S00699,ATLAS CENTAUR 2 DEB,,,,
648,S00700,ATLAS CENTAUR 2 DEB,,,,
649,S00701,ATLAS CENTAUR 2 DEB,,,,
650,S00702,WESTFORD NEEDLES,,,,
651,S00703,THOR ABLESTAR R/B,6.72,6.72,1.0,-
652,S00704,TRANSIT 5B-2,0.3,15.0,1.0,NNS
653,S00705,TRANSIT 5E 3,0.15,1.5,1.0,NNS
654,S00706,THOR ABLESTAR DEB,,,,
655,S00707,COSMOS 23,,,,
656,S00708,SL-7 R/B,,,,
657,S00710,SL-7 DEB,,,,
658,S00711,ATLAS AGENA D,,,,
659,S00712,COSMOS 24,,,,
660,S00713,SL-3 R/B,,,,
661,S00714,EXPLORER 19 (ADI-1),,,,
662,S00715,THOR ABLESTAR DEB,,,,
663,S00716,TIROS 8,0.66,1.21,1.0,Tiros
664,S00717,DELTA 1 R/B,,,,
665,S00718,THOR AGENA D,,,,
666,S00719,HITCH HIKER 3,,,,
667,S00720,DELTA 1 DEB,,,,
668,S00721,SCOUT X-4 R/B,0.75,0.75,1.0,-
669,S00722,SCOUT X-4 DEB,,,,
670,S00724,SCOUT X-4 DEB,,,,
671,S00726,SCOUT X-4 DEB,,,,
672,S00727,THOR AGENA D R/B,0.02,0.04,1.0,AFTRACK
673,S00728,GGSE 1 (GGRS),0.25,4.5,1.0,POPPY
674,S00729,SECOR 1B,0.09,0.09,1.0,Secor II
675,S00730,SOLRAD 7A,0.25,0.25,1.0,POPPY
676,S00731,GREB,0.25,0.25,1.0,POPPY
677,S00732,SCOUT X-4 DEB,,,,
678,S00733,THOR AGENA D R/B,9.45,9.45,1.0,-
679,S00734,OPS 3367 A,0.3,0.36,1.0,P35
680,S00735,OPS 3367 B,0.3,0.36,1.0,P35
681,S00736,DELTA 1 DEB,,,,
682,S00737,RELAY 2,0.64,1.04,1.0,Relay
683,S00738,DELTA 1 R/B,0.75,0.75,1.0,-
684,S00739,ATLAS CENTAUR 2 DEB,,,,
685,S00740,ECHO 2 (A-12),,,,
686,S00741,THOR AGENA B R/B,9.45,9.45,1.0,-
687,S00742,ECHO 2 DEB (METAL OBJ),0.48,0.64,1.0,-
688,S00743,ECHO 2 DEB (METAL OBJ),0.48,0.64,1.0,-
689,S00744,SATURN 1 (R/B),,,,
690,S00745,THOR ABLESTAR DEB,,,,
691,S00746,ELEKTRON 1,0.975,2.6,1.0,ObjectD
692,S00748,ELEKTRON 2,,,,
693,S00749,THOR AGENA B DEB,,,,
694,S00750,ELEKTRON 1 DEB,,,,
695,S00751,SL-3 R/B,,,,
696,S00752,OPS 3444,,,,
697,S00753,THOR ABLESTAR DEB,,,,
698,S00754,OPS 2423,,,,
699,S00757,COSMOS 25,,,,
700,S00758,SL-7 R/B,,,,
701,S00759,OPS 3722,,,,
702,S00760,OPS 3722 DEB,,,,
703,S00761,OPS 3722 DEB,,,,
704,S00762,SL-7 DEB,,,,
705,S00763,SL-7 DEB,,,,
706,S00764,OPS 3435,,,,
707,S00766,COSMOS 26,,,,
708,S00767,SL-7 R/B,,,,
709,S00768,SL-7 DEB,,,,
710,S00769,SL-7 DEB,,,,
711,S00770,SL-6 R/B,,,,
712,S00771,ARIEL 2 (UK-2),,,,
713,S00772,COSMOS 27,,,,
714,S00773,SL-6 DEB,,,,
715,S00774,SL-6 DEB,,,,
716,S00775,SCOUT X-3 R/B,,,,
717,S00776,SL-6 PLAT,,,,
718,S00778,SL-6 DEB,,,,
719,S00779,COSMOS 28,,,,
720,S00780,SL-3 R/B,,,,
721,S00781,SL-3 DEB,,,,
722,S00782,GEMINI 1,,,,
723,S00783,SL-5 R/B,,,,
724,S00784,POLYOT 2,,,,
725,S00786,OPS 3743,,,,
726,S00787,OPS 3743 DEB,,,,
727,S00788,OPS 3743 DEB,,,,
728,S00789,OPS 3743 DEB,,,,
729,S00790,OPS 3743 DEB,,,,
730,S00791,COSMOS 29,,,,
731,S00792,SL-3 R/B,,,,
732,S00793,SL-3 DEB,,,,
733,S00794,SL-3 DEB,,,,
734,S00795,SL-3 DEB,,,,
735,S00796,OPS 2921,,,,
736,S00797,COSMOS 30,,,,
737,S00798,SL-3 R/B,,,,
738,S00799,OPS 3592,,,,
739,S00800,APOLLO MODEL 1,,,,
740,S00801,OPS 4412 (TRANSIT 9),0.15,15.0,1.0,NNS
741,S00802,OPS 3483,,,,
742,S00803,COSMOS 31,,,,
743,S00804,SL-7 R/B,,,,
744,S00805,SCOUT X-4 DEB,,,,
745,S00806,SCOUT X-4 DEB,,,,
746,S00807,COSMOS 32,,,,
747,S00808,SL-3 R/B,,,,
748,S00809,SCOUT X-4 R/B,0.75,0.75,1.0,-
749,S00810,SL-3 DEB,,,,
750,S00811,OPS 3236 (STARFLASH 1A),,,,
751,S00812,OPS 4467 A,0.3,0.36,1.0,P35
752,S00813,OPS 4467 B,0.3,0.36,1.0,P35
753,S00814,OPS 3754,,,,
754,S00815,THOR AGENA D R/B,9.45,9.45,1.0,-
755,S00816,COSMOS 33,,,,
756,S00817,SL-3 R/B,,,,
757,S00818,SL-3 DEB,,,,
758,S00819,SL-3 DEB,,,,
759,S00820,OPS 3236 DEB,,,,
760,S00821,OPS 3754 DEB,,,,
761,S00822,COSMOS 34,,,,
762,S00823,SL-3 R/B,,,,
763,S00824,OPS 3395,,,,
764,S00826,OPS 4923,,,,
765,S00827,OPS 4923 DEB,,,,
766,S00828,OPS 3491,,,,
767,S00829,ELEKTRON 3,0.975,2.6,1.0,ObjectD
768,S00830,ELEKTRON 4,,,,
769,S00831,ELEKTRON 3 DEB,,,,
770,S00832,SL-3 R/B,,,,
771,S00833,COSMOS 35,,,,
772,S00834,SL-3 R/B,,,,
773,S00835,SL-3 DEB,,,,
774,S00836,OPS 3662 (VELA 3),1.96,1.96,1.0,Vela
775,S00837,OPS 3674 (VELA 4),1.96,1.96,1.0,Vela
776,S00838,ERS 13,,,,
777,S00839,SL-3 DEB,,,,
778,S00840,THOR ABLESTAR DEB,,,,
779,S00841,THOR ABLESTAR DEB,,,,
780,S00844,COSMOS 36,,,,
781,S00845,SL-7 R/B,,,,
782,S00846,OPS 3042,,,,
783,S00847,SCOUT X-3 DEB,,,,
784,S00848,COSMOS 37,,,,
785,S00849,SL-3 R/B,,,,
786,S00850,OPS 3802,,,,
787,S00851,OPS 3316,,,,
788,S00852,ATLAS AGENA D R/B,,,,
789,S00853,COSMOS 38,,,,
790,S00854,COSMOS 39,,,,
791,S00855,COSMOS 40,,,,
792,S00856,SL-8 R/B,,,,
793,S00857,SL-8 DEB,,,,
794,S00858,SYNCOM 3,0.28,0.28,1.0,Syncom
795,S00859,SL-8 DEB,,,,
796,S00860,SL-8 DEB,,,,
797,S00861,OPS 2739 (STARFLASH 1B),,,,
798,S00862,DELTA 1 R/B,0.75,0.75,1.0,-
799,S00863,SL-6 R/B(1),,,,
800,S00864,COSMOS 42,,,,
801,S00865,SL-6 DEB,,,,
802,S00866,SL-7 R/B,,,,
803,S00867,COSMOS 43,,,,
804,S00868,SL-6 DEB,,,,
805,S00869,SL-6 R/B(2),,,,
806,S00870,EXPLORER 20,0.56,25.9,1.0,Explorer IE
807,S00871,SCOUT X-4 R/B,0.75,0.75,1.0,-
808,S00872,NIMBUS 1,,,,
809,S00873,SCOUT X-4 DEB,,,,
810,S00874,SCOUT X-4 DEB,,,,
811,S00875,SCOUT X-4 DEB,,,,
812,S00876,COSMOS 44,6.3,6.3,1.0,Meteor
813,S00877,SL-3 R/B,9.88,9.88,1.0,-
814,S00878,THOR AGENA B R/B,,,,
815,S00879,OGO 1,,,,
816,S00880,COSMOS 45,,,,
817,S00881,SL-3 R/B,,,,
818,S00882,OPS 3497,,,,
819,S00883,APOLLO MODEL 2,,,,
820,S00884,OPS 4262,,,,
821,S00885,COSMOS 46,,,,
822,S00886,SL-3 R/B,,,,
823,S00889,EXPLORER 21 (IMP-2),,,,
824,S00890,OPS 3333,,,,
825,S00892,SL-4 R/B,,,,
826,S00893,THOR ABLESTAR R/B,6.72,6.72,1.0,-
827,S00895,SL-4 DEB,,,,
828,S00897,OPS 5798 (TRANSIT 5B-4),0.15,15.0,1.0,NNS
829,S00898,COSMOS 41,,,,
830,S00899,EXPLORER 22,0.15,2.0,1.0,Explorer BE
831,S00900,CALSPHERE 1,0.16,0.16,1.0,NRL Cal
832,S00901,OPS 5798 DEB,0.5,0.5,1.0,-
833,S00902,CALSPHERE 2,0.16,0.16,1.0,NRL Cal
834,S00903,OPS 5798 DEB,,,,
835,S00904,VOSKHOD 1,,,,
836,S00905,SL-4 R/B,,,,
837,S00907,SCOUT X-4 R/B,0.75,0.75,1.0,-
838,S00908,COSMOS 48,,,,
839,S00909,SL-3 R/B,,,,
840,S00911,OPS 3559,,,,
841,S00912,OPS 4384,,,,
842,S00913,COSMOS 49,,,,
843,S00914,OPS 5063,,,,
844,S00915,SL-7 R/B,,,,
845,S00917,SL-7 DEB,,,,
846,S00919,COSMOS 50,,,,
847,S00920,SL-3 R/B,,,,
848,S00921,OPS 5434,,,,
849,S00922,OPS 3062,,,,
850,S00924,EXPLORER 23,,,,
851,S00925,OPS 3062 DEB,,,,
852,S00926,OPS 3062 DEB,,,,
853,S00927,OPS 3062 DEB,,,,
854,S00930,OPS 3360 (ORBIS),,,,
855,S00931,EXPLORER 24 (ADI-2),,,,
856,S00932,EXPLORER 25 (INJUN-4),0.36,0.36,1.0,Injun
857,S00933,SCOUT X-4 R/B,0.75,0.75,1.0,-
858,S00934,SCOUT X-4 DEB,,,,
859,S00935,SCOUT X-4 DEB,,,,
860,S00936,SCOUT X-4 DEB,,,,
861,S00937,SCOUT X-4 DEB,,,,
862,S00939,SCOUT X-4 DEB,,,,
863,S00940,SCOUT X-4 DEB,,,,
864,S00941,SCOUT X-4 DEB,,,,
865,S00943,SL-6 R/B,,,,
866,S00944,SL-6 PLAT,,,,
867,S00947,COSMOS 51,,,,
868,S00948,SL-7 R/B,,,,
869,S00949,TITAN 3A TRANSTAGE R/B,,,,
870,S00950,SL-7 DEB,,,,
871,S00952,SL-7 DEB,,,,
872,S00953,THOR ABLESTAR R/B,6.72,6.72,1.0,-
873,S00954,SL-7 DEB,,,,
874,S00955,SL-7 DEB,,,,
875,S00956,THOR ABLESTAR DEB,,,,
876,S00957,SAN MARCO 1,,,,
877,S00958,SCOUT X-4 R/B,,,,
878,S00959,OPS 6582 (TRANSIT 5E-5),0.45,2.95,1.0,NNS
879,S00960,SCOUT X-4 DEB,,,,
880,S00961,OPS 3358,,,,
881,S00962,SCOUT X-4 DEB,,,,
882,S00963,EXPLORER 26 (EPE-D),,,,
883,S00964,OPS 3762,,,,
884,S00965,OPS 6582 (TRANSIT 5B-5),0.15,15.0,1.0,NNS
885,S00967,THOR ABLESTAR DEB,,,,
886,S00968,COSMOS 52,,,,
887,S00969,SL-3 R/B,,,,
888,S00970,SL-3 DEB,,,,
889,S00971,SL-3 DEB,,,,
890,S00972,OPS 3928,,,,
891,S00973,OPS 7040,,,,
892,S00974,OPS 7040 DEB,,,,
893,S00975,OPS 7040 DEB,,,,
894,S00976,SCOUT X-4 DEB,,,,
895,S00977,SCOUT X-4 DEB,,,,
896,S00978,TIROS 9,0.66,0.66,1.0,Tiros
897,S00979,DELTA 1 R/B,0.75,0.75,1.0,-
898,S00980,OPS 4703,,,,
899,S00981,ATLAS AGENA D R/B,,,,
900,S00983,COSMOS 53,,,,
901,S00984,SL-7 R/B,,,,
902,S00985,SL-7 DEB,,,,
903,S00986,SL-7 DEB,,,,
904,S00987,OSO 2,,,,
905,S00988,DELTA 1 R/B,,,,
906,S01000,TITAN 3A DEB (TRUSS),14.26,14.26,1.0,Transtage
907,S01001,TITAN 3A TRANSTAGE R/B,6.2,9.61,1.0,Transtage PL
908,S01002,LES 1,0.36,0.36,1.0,LES
909,S01085,PEGASUS 1,,,,
910,S01088,APOLLO MODEL 3,,,,
911,S01089,COSMOS 54,,,,
912,S01090,COSMOS 55,,,,
913,S01091,COSMOS 56,,,,
914,S01092,SL-8 R/B,,,,
915,S01094,SL-8 DEB,,,,
916,S01095,SL-4 R/B,,,,
917,S01096,OPS 4782,,,,
918,S01097,COSMOS 58,,,,
919,S01098,SL-3 R/B,,,,
920,S01099,THOR ABLESTAR DEB,,,,
921,S01100,COSMOS 57 DEB,,,,
922,S01101,COSMOS 57 DEB,,,,
923,S01102,COSMOS 57 DEB,,,,
924,S01103,COSMOS 57 DEB,,,,
925,S01104,COSMOS 57 DEB,,,,
926,S01105,COSMOS 57 DEB,,,,
927,S01106,COSMOS 57 DEB,,,,
928,S01107,COSMOS 57 DEB,,,,
929,S01108,COSMOS 57 DEB,,,,
930,S01109,COSMOS 57 DEB,,,,
931,S01110,COSMOS 57 DEB,,,,
932,S01111,COSMOS 57 DEB,,,,
933,S01112,COSMOS 57 DEB,,,,
934,S01113,COSMOS 57 DEB,,,,
935,S01114,COSMOS 57 DEB,,,,
936,S01115,COSMOS 57 DEB,,,,
937,S01116,COSMOS 57 DEB,,,,
938,S01117,COSMOS 57 DEB,,,,
939,S01118,COSMOS 57 DEB,,,,
940,S01119,COSMOS 57 DEB,,,,
941,S01120,COSMOS 57 DEB,,,,
942,S01121,COSMOS 57 DEB,,,,
943,S01122,COSMOS 57 DEB,,,,
944,S01123,COSMOS 57 DEB,,,,
945,S01124,COSMOS 57 DEB,,,,
946,S01125,COSMOS 57 DEB,,,,
947,S01130,COSMOS 57 DEB,,,,
948,S01131,COSMOS 57 DEB,,,,
949,S01132,COSMOS 57 DEB,,,,
950,S01133,COSMOS 57 DEB,,,,
951,S01134,COSMOS 57 DEB,,,,
952,S01135,COSMOS 57 DEB,,,,
953,S01136,COSMOS 57 DEB,,,,
954,S01137,COSMOS 57 DEB,,,,
955,S01140,COSMOS 57 DEB,,,,
956,S01141,COSMOS 57 DEB,,,,
957,S01142,COSMOS 57 DEB,,,,
958,S01143,COSMOS 57 DEB,,,,
959,S01144,COSMOS 57 DEB,,,,
960,S01145,COSMOS 57 DEB,,,,
961,S01146,COSMOS 57 DEB,,,,
962,S01147,COSMOS 57 DEB,,,,
963,S01150,COSMOS 57 DEB,,,,
964,S01152,COSMOS 57 DEB,,,,
965,S01153,COSMOS 57 DEB,,,,
966,S01154,COSMOS 57 DEB,,,,
967,S01155,COSMOS 57 DEB,,,,
968,S01156,COSMOS 57 DEB,,,,
969,S01157,COSMOS 57 DEB,,,,
970,S01158,COSMOS 57 DEB,,,,
971,S01159,COSMOS 57 DEB,,,,
972,S01162,COSMOS 57 DEB,,,,
973,S01164,COSMOS 57 DEB,,,,
974,S01165,COSMOS 57 DEB,,,,
975,S01166,COSMOS 57 DEB,,,,
976,S01167,COSMOS 57 DEB,,,,
977,S01168,COSMOS 57 DEB,,,,
978,S01170,COSMOS 57 DEB,,,,
979,S01173,COSMOS 57 DEB,,,,
980,S01174,COSMOS 57 DEB,,,,
981,S01177,COSMOS 57 DEB,,,,
982,S01179,COSMOS 57 DEB,,,,
983,S01181,COSMOS 57 DEB,,,,
984,S01182,COSMOS 57 DEB,,,,
985,S01183,COSMOS 57 DEB,,,,
986,S01184,COSMOS 57 DEB,,,,
987,S01185,COSMOS 57 DEB,,,,
988,S01187,COSMOS 57 DEB,,,,
989,S01188,COSMOS 57 DEB,,,,
990,S01190,COSMOS 57 DEB,,,,
991,S01191,COSMOS 59,,,,
992,S01192,SL-3 R/B,,,,
993,S01193,OPS 4782 DEB,,,,
994,S01194,COSMOS 57 DEB,,,,
995,S01195,COSMOS 57 DEB,,,,
996,S01196,COSMOS 57 DEB,,,,
997,S01197,COSMOS 57 DEB,,,,
998,S01198,COSMOS 57 DEB,,,,
999,S01199,COSMOS 57 DEB,,,,
1000,S01202,COSMOS 57 DEB,,,,
1001,S01203,COSMOS 57 DEB,,,,
1002,S01204,COSMOS 57 DEB,,,,
1003,S01205,COSMOS 57 DEB,,,,
1004,S01206,COSMOS 57 DEB,,,,
1005,S01208,SECOR 3,0.08,0.2,1.0,Secor II
1006,S01209,COSMOS 57 DEB,,,,
1007,S01210,COSMOS 57 DEB,,,,
1008,S01211,COSMOS 57 DEB,,,,
1009,S01213,COSMOS 57 DEB,,,,
1010,S01214,COSMOS 57 DEB,,,,
1011,S01215,COSMOS 57 DEB,,,,
1012,S01216,COSMOS 57 DEB,,,,
1013,S01217,COSMOS 57 DEB,,,,
1014,S01219,COSMOS 57 DEB,,,,
1015,S01220,COSMOS 57 DEB,,,,
1016,S01222,COSMOS 57 DEB,,,,
1017,S01223,COSMOS 57 DEB,,,,
1018,S01225,COSMOS 57 DEB,,,,
1019,S01226,COSMOS 57 DEB,,,,
1020,S01228,THOR ABLESTAR R/B,,,,
1021,S01229,COSMOS 57 DEB,,,,
1022,S01232,COSMOS 57 DEB,,,,
1023,S01234,COSMOS 57 DEB,,,,
1024,S01235,COSMOS 57 DEB,,,,
1025,S01239,COSMOS 57 DEB,,,,
1026,S01241,COSMOS 57 DEB,,,,
1027,S01242,COSMOS 57 DEB,,,,
1028,S01244,GGSE 2,0.3,1.85,1.0,POPPY
1029,S01245,THOR AGENA D R/B,9.45,9.45,1.0,-
1030,S01246,COSMOS 60,,,,
1031,S01247,OPS 4920,,,,
1032,S01248,THOR ABLESTAR DEB,,,,
1033,S01250,SECOR 2 (EGRS 2),,,,
1034,S01251,THOR ABLESTAR DEB,,,,
1035,S01252,SL-6 R/B,,,,
1036,S01253,SL-6 DEB,,,,
1037,S01255,COSMOS 57 DEB,,,,
1038,S01256,COSMOS 57 DEB,,,,
1039,S01257,COSMOS 57 DEB,,,,
1040,S01258,COSMOS 57 DEB,,,,
1041,S01259,ATLAS AGENA D R/B,,,,
1042,S01260,ATLAS AGENA D DEB,,,,
1043,S01261,COSMOS 57 DEB,,,,
1044,S01263,COSMOS 57 DEB,,,,
1045,S01264,COSMOS 57 DEB,,,,
1046,S01267,COSMOS 61,,,,
1047,S01268,COSMOS 62,,,,
1048,S01269,COSMOS 63,,,,
1049,S01270,SL-8 R/B,,,,
1050,S01271,OPS 4988 (GREB 6),0.25,0.25,1.0,POPPY
1051,S01272,PORCUPINE 1,0.04,3.04,1.0,NRL Cal
1052,S01273,OPS 7353,,,,
1053,S01274,VOSKHOD 2,,,,
1054,S01275,COSMOS 57 DEB,,,,
1055,S01277,COSMOS 57 DEB,,,,
1056,S01278,COSMOS 57 DEB,,,,
1057,S01279,COSMOS 57 DEB,,,,
1058,S01280,COSMOS 57 DEB,,,,
1059,S01281,COSMOS 57 DEB,,,,
1060,S01282,COSMOS 57 DEB,,,,
1061,S01283,COSMOS 57 DEB,,,,
1062,S01285,SL-4 R/B,,,,
1063,S01286,SL-4 DEB,,,,
1064,S01287,SL-4 DEB,,,,
1065,S01289,THOR ALTAIR R/B,,,,
1066,S01291,SOLRAD 7B,0.25,0.75,1.0,POPPY
1067,S01292,GGSE 3,0.3,15.5,1.0,POPPY
1068,S01293,OSCAR 3,0.08,0.56,1.0,OSCAR
1069,S01295,COSMOS 57 DEB,,,,
1070,S01296,COSMOS 57 DEB,,,,
1071,S01297,COSMOS 57 DEB,,,,
1072,S01302,TITAN 2 R/B,,,,
1073,S01303,OPS 7087,,,,
1074,S01304,COSMOS 57 DEB,,,,
1075,S01305,COSMOS 64,,,,
1076,S01306,SL-4 R/B,,,,
1077,S01307,OPS 4803,,,,
1078,S01309,COSMOS 57 DEB,,,,
1079,S01310,SURCAL 2,,,,
1080,S01312,DELTA 1 DEB,,,,
1081,S01313,DELTA 1 DEB,,,,
1082,S01314,OPS 4682 (SNAPSHOT),7.5,7.5,1.0,SNAPSHOT
1083,S01315,SECOR 4 (EGRS 4),0.08,0.2,1.0,Secor II
1084,S01316,OPS 4682 DEB,3.0,3.0,1.0,-
1085,S01317,INTELSAT 1-F1,0.42,0.49,1.0,Intelsat
1086,S01318,DELTA 1 R/B(2),0.75,0.75,1.0,-
1087,S01319,THOR ABLESTAR DEB,,,,
1088,S01320,COSMOS 65,,,,
1089,S01323,THOR ABLESTAR DEB,,,,
1090,S01324,MOLNIYA 1-1,,,,
1091,S01325,SL-6 PLAT,,,,
1092,S01326,SL-6 R/B(1),,,,
1093,S01328,EXPLORER 27,0.36,5.52,1.0,Explorer BE
1094,S01329,OPS 6717,,,,
1095,S01333,OPS 4983 DEB,,,,
1096,S01334,OPS 4983 DEB,,,,
1097,S01335,SL-8 DEB,,,,
1098,S01336,SL-8 DEB,,,,
1099,S01337,SL-8 DEB,,,,
1100,S01338,SL-8 DEB,,,,
1101,S01339,SL-8 DEB,,,,
1102,S01340,SL-8 DEB,,,,
1103,S01341,SL-8 DEB,,,,
1104,S01342,SL-8 DEB,,,,
1105,S01343,SL-8 DEB,,,,
1106,S01344,SL-8 DEB,,,,
1107,S01345,SL-8 DEB,,,,
1108,S01346,SL-8 DEB,,,,
1109,S01347,SL-8 DEB,,,,
1110,S01348,SL-8 DEB,,,,
1111,S01349,SL-8 DEB,,,,
1112,S01350,SL-8 DEB,,,,
1113,S01351,SL-8 DEB,,,,
1114,S01352,SL-8 DEB,,,,
1115,S01353,SL-8 DEB,,,,
1116,S01354,SL-8 DEB,,,,
1117,S01355,SL-8 DEB,,,,
1118,S01356,SL-8 DEB,,,,
1119,S01357,OPS 6717 DEB,,,,
1120,S01358,SCOUT X-4 R/B,0.75,0.75,1.0,-
1121,S01359,TITAN 3A TRANSTAGE R/B,2.0,2.0,1.0,Transtage PL
1122,S01360,LES 2,0.36,0.36,1.0,LES
1123,S01361,LCS 1,1.21,1.21,1.0,LCS
1124,S01362,COSMOS 66,,,,
1125,S01363,SL-3 R/B,,,,
1126,S01364,SL-3 DEB,,,,
1127,S01365,SL-3 DEB,,,,
1128,S01366,LUNIK 5,,,,
1129,S01367,OPS 5023 (2),,,,
1130,S01370,SL-8 DEB,,,,
1131,S01371,SL-8 DEB,,,,
1132,S01372,SL-8 DEB,,,,
1133,S01373,SL-8 DEB,,,,
1134,S01374,OPS 8431,,,,
1135,S01376,THOR ALTAIR DEB,,,,
1136,S01377,OPS 8386,,,,
1137,S01378,THOR ALTAIR R/B,,,,
1138,S01379,THOR ALTAIR DEB,,,,
1139,S01380,THOR ALTAIR DEB,,,,
1140,S01381,PEGASUS 2,,,,
1141,S01382,COSMOS 67,,,,
1142,S01383,SL-3 R/B,,,,
1143,S01384,SL-3 DEB,,,,
1144,S01385,APOLLO MODEL 4,,,,
1145,S01388,EXPLORER 28 (IMP-3),,,,
1146,S01389,OPS 4682 DEB,3.0,3.0,1.0,-
1147,S01392,SL-8 DEB,,,,
1148,S01394,SL-6 PLAT,,,,
1149,S01396,OPS 8425,,,,
1150,S01397,SL-8 DEB,,,,
1151,S01398,SL-8 DEB,,,,
1152,S01399,OPS 4682 DEB,,,,
1153,S01400,SL-8 DEB,,,,
1154,S01401,SL-8 DEB,,,,
1155,S01402,SL-8 DEB,,,,
1156,S01403,SL-8 DEB,,,,
1157,S01404,COSMOS 68,,,,
1158,S01405,SL-3 R/B,,,,
1159,S01407,SL-3 DEB,,,,
1160,S01409,SL-8 DEB,,,,
1161,S01410,SL-8 DEB,,,,
1162,S01411,SCOUT X-4 DEB,,,,
1163,S01412,LEAD BALLAST,,,,
1164,S01414,OPS 8425 DEB,,,,
1165,S01416,SL-8 DEB,,,,
1166,S01418,SL-8 DEB,,,,
1167,S01420,OPS 8480 (TRANSIT 5B-6),0.15,15.0,1.0,NNS
1168,S01421,COSMOS 69,,,,
1169,S01422,OPS 6749,,,,
1170,S01423,SL-3 R/B,,,,
1171,S01424,OPS 5501,,,,
1172,S01425,THOR ABLESTAR DEB,,,,
1173,S01426,ATLAS AGENA D R/B,,,,
1174,S01427,OPS 6749 DEB,,,,
1175,S01428,THOR ABLESTAR R/B,6.72,6.72,1.0,-
1176,S01430,TIROS 10,0.66,1.21,1.0,Tiros
1177,S01431,COSMOS 70,,,,
1178,S01432,SL-7 R/B,,,,
1179,S01433,DELTA 1 R/B,0.75,0.75,1.0,-
1180,S01434,SL-7 DEB,,,,
1181,S01435,THOR ABLESTAR DEB,,,,
1182,S01436,SL-8 DEB,,,,
1183,S01438,SL-8 DEB,,,,
1184,S01439,SL-8 DEB,,,,
1185,S01440,DELTA 1 DEB,,,,
1186,S01441,COSMOS 71,,,,
1187,S01442,COSMOS 72,,,,
1188,S01443,COSMOS 73,,,,
1189,S01444,COSMOS 74,,,,
1190,S01445,COSMOS 75,,,,
1191,S01447,OPS 8411,,,,
1192,S01448,SL-8 R/B,,,,
1193,S01449,SL-8 DEB,,,,
1194,S01450,SL-9 DEB,,,,
1195,S01451,SL-9 R/B,,,,
1196,S01452,OPS 8411 DEB,,,,
1197,S01453,SL-6 R/B,,,,
1198,S01455,OPS 8411 DEB,,,,
1199,S01458,OPS 6577 (VELA 5),1.96,1.96,1.0,Vela
1200,S01459,OPS 6564 (VELA 6),1.96,1.96,1.0,Vela
1201,S01460,ERS 17,,,,
1202,S01461,THOR ALTAIR DEB,,,,
1203,S01462,THOR ALTAIR DEB,,,,
1204,S01463,THOR ALTAIR DEB,,,,
1205,S01464,COSMOS 76,,,,
1206,S01465,SL-7 R/B,,,,
1207,S01466,PROTON 1,,,,
1208,S01467,PEGASUS 3,,,,
1209,S01468,APOLLO MODEL 5,,,,
1210,S01469,COSMOS 77,,,,
1211,S01472,OPS 6761,,,,
1212,S01473,SL-8 DEB,,,,
1213,S01475,THOR ALTAIR DEB,,,,
1214,S01476,SL-8 DEB,,,,
1215,S01477,SL-8 DEB,,,,
1216,S01478,SL-8 DEB,,,,
1217,S01479,SL-8 DEB,,,,
1218,S01480,SL-8 DEB,,,,
1219,S01481,SL-8 DEB,,,,
1220,S01482,SL-8 DEB,,,,
