#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,2MASS-J17430448+6655015,STAR;A4-A9 III-I,ifk817090,265.7687111381,66.91710800935,3,61087.1025842593,2,61087.24362272,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F225W,UV,NGC-1569,GALAXY;STARBURST,if7p62020,67.70430017099,64.84811734945,3,61083.1280238773,2522,61265.12311345,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,QSO-J1130-1449-FIELD1,GALAXY;LYMAN ALPHA CLOUD;QSO;SPIRAL,jffi02020,172.5322561034,-14.82279966365,3,61084.5819253472,2360,61266.07302086,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhl41040,267.3080903159,-30.09192867874,3,61088.1438920139,705,61088.58648137,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kbq,298.372045376,41.29334581685,3,61088.9224929398,223.73819,61270.1821643,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq41010,183.4819659917,14.85274539044,3,61088.6362297454,980,61089.01685178,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,RGB-J1512+020A,GALAXY;JET;QUASAR,ifps02010,228.0655908333,2.054716666667,3,61093.5424916667,1120,61274.66171295,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,DELVE1-SOUTHEAST,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe02010,247.7404987392,-0.9824474558342,3,61087.8632901273,3392,61269.23758101,GO
science,HST,CALACS,ACS/SBC,HST,F140LP,UV,J1331+4151,GALAXY;STARBURST,jfec07020,202.8619995833,41.8634,3,61097.1399237268,800,61278.52844899,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,GSPC-P177-D,STAR;G III-I,ifk801ifq,239.809959808,47.61133057197,3,61082.0551499653,18.382069,61082.17026621,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,GSPC-P177-D,STAR;G III-I,ifk801070,239.8048303243,47.6116438195,3,61082.0678272338,4,61082.17314818,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,2MASS-J17430448+6655015,STAR;A4-A9 III-I,ifk817060,265.7687111381,66.91710800935,3,61087.0987416667,112,61087.24366902,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,GSPC-P177-D,STAR;G III-I,ifk801010,239.8053190811,47.61158624596,3,61082.0576547801,1.11126,61082.17046297,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhe02020,247.6867893961,-0.9027939354462,3,61087.8626535069,4654,61269.12207178,GO
science,HST,CALACS,ACS/WFC,HST,FR853N,OPTICAL,GB1504+3439,GALAXY;EMISSION LINE NEBULA;SEYFERT,jfjx07010,226.0861666667,34.66616666667,3,61084.9359743056,4614,61266.95593734,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kgq,298.3717439777,41.29172650527,3,61088.9377129282,223.73819,61270.18233791,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp16heq,270.6184601401,-23.07336100079,3,61093.4872483449,90,61274.6645833,GO/DD
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz48010,186.2842567719,12.17070380508,3,61088.5812530903,0,61089.10195602,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,VIRGO-INTERGALACTIC-FIELD-M86,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz48020,186.2509238522,12.26300690587,3,61088.5703792477,1309,61088.97475688,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02k4q,298.372045376,41.29334581693,3,61088.8692636921,223.73819,61270.18234949,GO
science,HST,CALACS,ACS/WFC,HST,F475W,OPTICAL,GMP2640-TAIL,ISM;TIDAL TAIL,jfal08010,195.1936913481,27.53181971101,3,61097.4587530903,1986,61278.8335995,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02k9q,298.372045376,41.29334581686,3,61088.9164047801,223.73819,61270.18231477,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,UGC8313,GALAXY;AMORPHOUS IRREGULAR,ifmy0v020,198.4758169289,42.2090694494,3,61085.1363342593,1264,61086.19972216,GO
science,HST,CALWF3,WFC3/UVIS,HST,F658N,OPTICAL,NGC4698,GALAXY;SPIRAL,ifoq74020,192.0993945833,8.486433333333,3,61097.718440544,2130,61097.92524295,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jyq,298.372045376,41.29334581696,3,61088.8509999653,223.73819,61270.18211801,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02joq,298.3720453761,41.29334581706,3,61088.7856758912,223.73819,61270.18218745,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq74010,192.1778605382,8.429821572646,3,61097.7190771644,980,61097.9394675,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq41jaq,183.481327421,14.85354002036,3,61088.6559175579,490,61089.00858792,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jhq,298.3720453761,41.29334581715,3,61088.7277707176,223.73819,61270.18217588,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jpq,298.3717439778,41.2917265055,3,61088.7887195949,223.73819,61270.18224532,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625llq,326.8525528107,62.75463642404,3,61082.3921455208,112.007996,61082.58979163,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625liq,326.8459626586,62.75183818152,3,61082.3869029282,112.007996,61082.58979163,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz28x4q,188.6554887725,11.7260783556,3,61091.3157204861,660,61092.22023149,GO
science,HST,CALWF3,WFC3/UVIS,HST,F775W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifqj120a0,247.8908111477,30.14594122079,3,61084.2216234954,7,61084.64050918,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jkq,298.3717439778,41.29172650558,3,61088.7369029282,223.73819,61270.18218745,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kdq,298.372045376,41.29334581684,3,61088.928580706,223.73819,61270.18232634,GO
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,VIRGO-INTERGALACTIC-FIELD-W,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz18030,187.0601743557,12.55753937961,3,61091.2550551736,1009,61092.13164351,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jvq,298.3720453761,41.29334581703,3,61088.8039395833,223.73819,61270.18204856,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kfq,298.372045376,41.29334581683,3,61088.9346688657,223.73819,61270.18232634,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kaq,298.3717439777,41.2917265053,3,61088.9194488773,223.73819,61270.18231477,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02k2q,298.372045376,41.29334581694,3,61088.8631758912,223.73819,61270.18210643,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jlq,298.3720453761,41.29334581713,3,61088.7399466435,223.73819,61270.18218745,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lcq,326.8459626719,62.75183818189,3,61082.3408147801,112.007996,61082.58979163,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l4q,326.852552829,62.75463642455,3,61082.328580706,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625kwq,326.8459626892,62.75183818238,3,61082.2807566319,112.007996,61082.39233789,GO
science,HST,CALWF3,WFC3/UVIS,HST,F390W,OPTICAL,SDSSJ1326+4806,CLUSTER OF GALAXIES;GRAVITATIONAL LENS;RICH CLUSTER,iffb07010,201.4963758188,48.111761431,3,61100.4775842593,5216,61284.99452541,GO
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,J1202+5416,GALAXY;STARBURST,jfec13010,180.5104018509,54.2641652626,3,61087.3342870718,2153,61268.50581012,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC4698,GALAXY;SPIRAL,ifoq37060,192.0993945833,8.486433333333,3,61104.1406752662,2028,61104.69476837,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC4698,GALAXY;SPIRAL,ifoq37030,192.0993945833,8.486433333333,3,61104.1246800579,687,61104.59056705,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4192-N,GALAXY;SPIRAL,ifoq04050,183.4320516667,14.93582222222,3,61087.472387581,996,61087.69028927,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,NGC4192-N,GALAXY;SPIRAL,ifoq04040,183.4320516667,14.93582222222,3,61087.4664960995,1044,61087.69096057,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,J1514+3636,GALAXY;GRAVITATIONAL LENS;HIGH REDSHIFT GALAXY,ifh506020,228.5898913816,36.60628437348,3,61082.9630414352,2006,61265.02471059,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhe05zvq,247.6880531264,-0.90283261119,3,61091.998753125,723,61273.57597207,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,NGC4405,GALAXY;SPIRAL,ifoq25040,186.5297383333,16.18099444444,3,61092.3669476042,1044,61092.85644665,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz38xjq,187.7286878022,12.90010030713,3,61091.3809986458,660,61092.32023149,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,VIRGO-INTERGALACTIC-FIELD-E,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz38020,187.689784932,12.99036715739,3,61091.3802518171,1309,61092.3430556,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq25010,186.6189348781,16.13753399804,3,61092.3633827199,0,61093.02946752,GO
science,HST,CALWF3,WFC3/UVIS,HST,F600LP,OPTICAL,GMP2640-TAIL,ISM;TIDAL TAIL,ifal09020,195.0955054704,27.57245063368,3,61097.7847831366,2410,61278.95392348,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,GMP2640-TAIL,ISM;TIDAL TAIL,ifal08020,195.0955041289,27.57244703139,3,61097.4581164699,2406,61278.57420127,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l2q,326.8525528301,62.75463642458,3,61082.3250855324,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,DESI-216.5582+36.0376,GALAXY;GRAVITATIONAL LENS,ifpif8010,216.55824,36.03756944444,3,61082.5005123843,696,61082.62872682,SNAP
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lsq,326.8459626536,62.75183818138,3,61082.4043795949,112.007996,61082.5898958,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp12a4q,270.6198315321,-23.07445566291,3,61092.0490772338,90,61273.57582161,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4405,GALAXY;SPIRAL,ifoq25050,186.5297383333,16.18099444444,3,61092.3728386921,996,61092.85215274,GO
science,HST,CALACS,ACS/WFC,HST,FR656N,OPTICAL,J115855+312559,GALAXY;DWARF COMPACT;STARBURST,jfqc19010,179.72833,31.43308055556,3,61104.4517160532,620,61288.80949066,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lkq,326.8459626576,62.75183818149,3,61082.3903981134,112.007996,61082.58979163,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625mbq,326.8525527874,62.75463642338,3,61082.4731873843,112.007996,61082.5898958,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp13bbq,270.6191458333,-23.07390833333,3,61092.1144476042,90,61273.58832171,GO/DD
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625leq,326.8459626709,62.75183818186,3,61082.3443099537,112.007996,61082.58979163,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625kyq,326.8459626882,62.75183818235,3,61082.2842521991,112.007996,61082.39233789,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m6q,326.8459626363,62.75183818089,3,61082.4644488426,112.007996,61082.58975691,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq37010,192.1778605382,8.429821572646,3,61104.1253156597,2300,61104.69274294,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4192-N,GALAXY;SPIRAL,ifoq04070,183.4320516667,14.93582222222,3,61087.4882090625,616,61087.74699066,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp13bdq,270.6191458333,-23.07390833333,3,61092.1173294329,600,61273.62028926,GO/DD
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,DELVE1-SOUTHEAST,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe05zuq,247.7417625,-0.9824861111111,3,61091.99918125,681,61273.58665498,GO
science,HST,CALWF3,WFC3/UVIS,HST,F673N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp13biq,270.6191458333,-23.07390833333,3,61092.1337761227,800,61273.61605311,GO/DD
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jiq,298.3717439778,41.29172650559,3,61088.7308147801,223.73819,61270.18210643,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02juq,298.3717439778,41.29172650548,3,61088.8008955208,223.73819,61270.18210643,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l3q,326.845962676,62.75183818201,3,61082.3268332986,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625ksq,326.8459626912,62.75183818244,3,61082.2737658912,112.007996,61082.39245369,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq37020,192.1778605382,8.429821572646,3,61104.1411027431,2300,61104.71533557,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4405,GALAXY;SPIRAL,ifoq25070,186.5297383333,16.18099444444,3,61092.3886605671,615,61093.0221527,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625ltq,326.8525528067,62.75463642392,3,61082.4061270023,112.007996,61082.58990737,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625loq,326.8459626556,62.75183818143,3,61082.3973888542,112.007996,61082.5898958,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625kzq,326.8525528311,62.75463642461,3,61082.3215899653,112.007996,61082.39233789,GO
science,HST,CALWF3,WFC3/UVIS,HST,F673N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp12abq,270.6198315321,-23.07445566291,3,61092.068440544,800,61273.5755323,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,3I-ATLAS-JAN26,COMET; INTERSTELLAR OBJECT,ifle08anq,109.7809826608,19.56112215604,3,61085.9100609143,35,61086.31699077,GO/DD
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625kxq,326.8525528423,62.75463642493,3,61082.2825044329,112.007996,61082.39233789,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m9q,326.8525527884,62.75463642341,3,61082.4696918171,112.007996,61082.58975691,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m7q,326.8525527894,62.75463642344,3,61082.4661966435,112.007996,61082.58975691,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jrq,298.3717439778,41.29172650549,3,61088.7948077546,223.73819,61270.18203699,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jqq,298.3720453761,41.29334581705,3,61088.7917640393,223.73819,61270.18218745,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625ljq,326.8525528117,62.75463642407,3,61082.3886503472,112.007996,61082.58978005,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l5q,326.8459626749,62.75183818198,3,61082.3303285069,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625mcq,326.8459626333,62.75183818081,3,61082.4749351505,112.007996,61082.58999996,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC4192-N,GALAXY;SPIRAL,ifoq04030,183.4320516667,14.93582222222,3,61087.4622949884,687,61087.69034714,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq04020,183.4819659917,14.85274539044,3,61087.5241234607,2300,61087.78620369,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625maq,326.8459626343,62.75183818083,3,61082.4714395833,112.007996,61082.58986107,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m0q,326.8459626393,62.75183818098,3,61082.4539629282,112.007996,61082.58997681,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,3I-ATLAS-JAN26,COMET; INTERSTELLAR OBJECT,ifle07acq,109.808404497,19.5577935172,3,61085.8427231481,35,61086.2840277,GO/DD
science,HST,CALACS,ACS/WFC,HST,FR423N,OPTICAL,SGASJ1110+6459-POS3,GALAXY;GRAVITATIONAL LENS;HIGH REDSHIFT GALAXY;STAR FORMING REGION,jffh03010,167.582915,64.99704166667,3,61082.7000917824,10262,61265.32662038,GO
science,HST,CALACS,ACS/WFC,HST,FR388N,OPTICAL,J1154,GALAXY;DWARF COMPACT;STARBURST,jfgv05030,178.7035416667,24.72584166667,3,61096.6715538194,2332,61278.59469902,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lqq,326.8459626546,62.75183818141,3,61082.4008840625,112.007996,61082.5898958,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,DELVE1-SOUTHWEST,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe06010,247.7064262439,-0.9811908975596,3,61091.0002837616,3806,61272.48578707,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lfq,326.852552824,62.75463642441,3,61082.3460577546,112.007996,61082.58979163,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l8q,326.852552827,62.7546364245,3,61082.3355714468,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02k3q,298.3717439777,41.29172650538,3,61088.8662195949,223.73819,61270.18217588,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,DESI-216.5582+36.0376,GALAXY;GRAVITATIONAL LENS,ifpif8020,216.55824,36.03756944444,3,61082.5063690625,696,61082.62807862,SNAP
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m1q,326.8525527924,62.75463642352,3,61082.4557103356,112.007996,61082.58997681,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lwq,326.8459626516,62.75183818132,3,61082.4113703356,112.007996,61082.58991894,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lzq,326.8525527934,62.75463642355,3,61082.452215162,112.007996,61082.58997681,GO
science,HST,CALACS,ACS/WFC,HST,F658N,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfrp12010,270.6971946059,-23.14696475825,3,61092.0496905093,2160,61273.63447908,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp13bfq,270.6191458333,-23.07390833333,3,61092.1260794329,500,61273.61570594,GO/DD
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lxq,326.8525528047,62.75463642387,3,61082.4131177431,112.007996,61082.58974533,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lrq,326.8525528077,62.75463642395,3,61082.4026318287,112.007996,61082.5898958,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lnq,326.8525528097,62.75463642401,3,61082.395641088,112.007996,61082.58986107,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,3I-ATLAS-JAN26,COMET; INTERSTELLAR OBJECT,ifle07adq,109.807447152,19.55790978458,3,61085.8447138889,35,61086.2847222,GO/DD
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625ldq,326.852552825,62.75463642444,3,61082.3425621875,112.007996,61082.58978005,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l9q,326.8459626729,62.75183818192,3,61082.337319213,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625kuq,326.8459626902,62.75183818241,3,61082.2772614583,112.007996,61082.39247684,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02jzq,298.3717439777,41.2917265054,3,61088.854043669,223.73819,61270.18210643,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq04010,183.4819659917,14.85274539044,3,61087.46293125,2300,61087.72915497,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,PASSAGE-PAR42,UNIDENTIFIED;BLANK FIELD;PARALLEL FIELD,jf986a010,195.184735,12.53417222222,3,61096.7398642014,2088,61278.51351847,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602030,186.4409737449,12.6634230219,3,61099.9469555208,212,61284.01652775,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lhq,326.852552823,62.75463642438,3,61082.3495529282,112.007996,61082.58979163,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625l6q,326.852552828,62.75463642452,3,61082.3320762731,112.007996,61082.46188661,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp12a6q,270.6198315321,-23.07445566291,3,61092.0519938657,600,61273.57480308,GO/DD
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lyq,326.8459626506,62.75183818129,3,61082.414865544,112.007996,61082.58991894,GO
