#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m5q,326.8525527904,62.75463642346,3,61082.4627010764,112.007996,61082.58975691,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625lvq,326.8525528057,62.7546364239,3,61082.4096225694,112.007996,61082.58991894,GO
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,QSO-J1130-1449-FIELD1,GALAXY;LYMAN ALPHA CLOUD;QSO;SPIRAL,jffi01010,172.5316673072,-14.82241672564,3,61082.5562538542,2360,61265.02166658,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m4q,326.8459626373,62.75183818092,3,61082.460953669,112.007996,61082.58986107,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4698,GALAXY;SPIRAL,ifoq37050,192.0993945833,8.486433333333,3,61104.1347726505,996,61104.65010416,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs05020,195.0069367499,28.03035007373,3,61092.2318783218,634,61273.71663182,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,M-87,GALAXY;JET;RADIO GALAXY,ifrf01040,187.7064456524,12.3908331807,3,61099.8885679745,1044,61284.0322569,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602080,186.4408425091,12.66341582664,3,61099.9636803241,212,61284.01658562,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz38010,187.7281222339,12.89989505617,3,61091.3911256597,1335,61092.41752313,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,GBTDS-LD26,UNIDENTIFIED;BULGE;LOW LATITUDE FIELD,jfhl2w010,268.7643433333,-28.46962222222,3,61100.9375493866,390,61101.29171299,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602020,186.4410493859,12.66347281805,3,61099.9436107292,212,61284.00268515,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhe03020,247.6522956653,-0.9015244915861,3,61089.9539846065,4654,61271.1811342,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz39fdq,187.7365179428,12.90379149663,3,61100.2668549421,660,61100.58121512,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,DELVEJ1258-0319,GALAXY;GRAVITATIONAL LENS,ifjj12010,194.7347,-3.3289,3,61100.397925544,2298,61100.94156237,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,OB230215,STELLAR CLUSTER;BULGE;GRAVITATIONAL LENS,if1w01010,275.084875,-21.58747222222,3,61095.8406164699,1710,61277.05422457,GO
science,HST,CALACS,ACS/WFC,HST,FR656N,OPTICAL,GB1505+1944,GALAXY;EMISSION LINE NEBULA;SEYFERT,jfg609010,226.3234708333,19.74578055556,3,61093.8711027431,2260,61275.17429397,GO
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,VIRGO-INTERGALACTIC-FIELD-E,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz38030,187.689784932,12.99036715739,3,61091.385853669,1009,61092.34274304,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602040,186.4409133143,12.66335668275,3,61099.9503006944,212,61284.01651618,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602010,186.441125,12.66352222222,3,61099.9402658912,212,61284.00289344,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,GBTDS-HD44,UNIDENTIFIED;BULGE;LOW LATITUDE FIELD,jfhl88020,267.6304197693,-29.380206939,3,61090.1036027431,680,61090.25629629,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,GMP2640-TAIL,ISM;TIDAL TAIL,jfal07010,195.1782353452,27.51036884842,3,61084.0803609954,1992,61265.73782397,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602050,186.441054409,12.66358154906,3,61099.9536455208,212,61284.01651618,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,DELVE1-SOUTHWEST,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe03010,247.7060049897,-0.9811780113901,3,61089.9546212616,3392,61271.30788195,GO
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,VIRGO-INTERGALACTIC-FIELD-SE,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz28030,188.6167595126,11.81634493517,3,61091.3205758912,1009,61092.27328697,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhl88040,267.545773989,-29.31037550898,3,61090.1031742708,705,61090.22803242,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,DW0853P3318,GALAXY;AMORPHOUS IRREGULAR,ifmy50020,133.3482068376,33.30788433935,3,61095.6989731482,1262,61096.05740736,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz49fsq,186.2974310427,12.17647206548,3,61100.3317045949,658,61100.58076373,GO
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,VIRGO-INTERGALACTIC-FIELD-M86,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz49030,186.2507367665,12.26309142141,3,61100.3365599537,1009,61100.63200227,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,AT2025ULZ,STAR;JET;NEUTRON STAR,ifay18010,237.9757916667,30.90238611111,3,61093.6105820255,8800,61094.1957176,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,DW0853P3318,GALAXY;AMORPHOUS IRREGULAR,ifmy50010,133.3482068376,33.30788433935,3,61095.6864383449,794,61096.06012729,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,IC4040,GALAXY;EMISSION LINE NEBULA;SPIRAL,jfhs03010,195.1637791667,28.05011388889,3,61103.9260233796,2510,61288.01708326,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC4540,GALAXY;DISK;SPIRAL;STAR FORMING REGION,ifabs4030,188.7116377016,15.55213440277,3,61089.8146675926,540,61090.05413192,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq42010,183.5051396234,14.81249540571,3,61089.6162530903,490,61089.80112254,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq42o9q,183.504501171,14.81329003524,3,61089.6359405093,0,61089.83825227,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC4540,GALAXY;DISK;SPIRAL;STAR FORMING REGION,ifabs4060,188.7116377016,15.55213440277,3,61089.830940544,1350,61090.10320604,GO
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,NGC4192-C,GALAXY;SPIRAL,ifoq42020,183.4552345833,14.89557222222,3,61089.6156164699,2130,61089.81532399,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,DELVE1-SOUTHEAST,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe05010,247.7409199936,-0.9824603420039,3,61091.9152808681,3806,61273.59987262,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifj451zcq,247.8903314925,30.14710310547,3,61091.8588920139,59.900002,61092.4954514,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC4192-N,GALAXY;SPIRAL,ifoq04060,183.4320516667,14.93582222222,3,61087.4782901968,2028,61087.75222218,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC4405,GALAXY;SPIRAL,ifoq25030,186.5297383333,16.18099444444,3,61092.3627460995,685,61092.84689807,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC4405,GALAXY;SPIRAL,ifoq25060,186.5297383333,16.18099444444,3,61092.3787416667,2028,61093.02343743,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs05030,195.0069367499,28.03035007373,3,61092.2373294329,1440,61273.70561327,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,QSO-J1130-1449-FIELD1,GALAXY;LYMAN ALPHA CLOUD;QSO;SPIRAL,jffi01020,172.5316673072,-14.82241672564,3,61082.6212309028,2360,61265.02160871,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625m2q,326.8459626383,62.75183818095,3,61082.4574581366,112.007996,61082.58997681,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,TOI-1759,STAR;EXTRA-SOLAR PLANETARY SYSTEM,ifa625luq,326.8459626526,62.75183818135,3,61082.4078748032,112.007996,61082.58990737,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,3I-ATLAS-JAN26,COMET; INTERSTELLAR OBJECT,ifle08amq,109.7819378137,19.561006272,3,61085.9080701736,35,61086.31194438,GO/DD
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,3C264,GALAXY;ELLIPTICAL;JET;NUCLEUS;RADIO GALAXY,jffa01020,176.2708708333,19.60631666667,3,61089.5604082523,520,61270.72824066,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhl2w040,268.6950680398,-28.40604884875,3,61100.9537761227,705,61101.57745357,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,BMP-J1613-5406,STAR;CIRCUMSTELLAR MATTER;EJECTA;PLANETARY NEBULA CENTRAL STAR,ifok01010,243.2519859607,-54.10876171708,3,61095.7705123843,960,61277.06425927,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,OMEGACEN,STELLAR CLUSTER;GLOBULAR CLUSTER,iflj02pyq,201.6944859466,-47.45641643738,3,61103.621265625,348,61103.872442,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,OMEGACEN,STELLAR CLUSTER;GLOBULAR CLUSTER,iflj02pwq,201.6944859466,-47.45641643738,3,61103.6156522801,348,61103.87335641,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs03020,195.0072843132,28.02831741836,3,61103.9258260069,634,61288.03542817,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa908qdq,225.0004447081,1.881714131268,3,61103.8663700579,1381,61288.01355319,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfabs4020,188.7612415396,15.46520757212,3,61089.8313686343,0,61090.19556714,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa907qaq,225.0005115724,1.881685812461,3,61103.8010459838,1383,61288.01365736,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa905q5q,225.0003163468,1.881343424953,3,61103.6881871181,1051,61287.9012268,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,OMEGACEN,STELLAR CLUSTER;GLOBULAR CLUSTER,iflj02q0q,201.6944859466,-47.45641643738,3,61103.6269137732,348,61103.90197907,CAL/WFC3
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfpq03020,168.4683728112,22.13045457042,3,61091.6513919792,2919,61273.55119198,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,KMT-2019-BLG-0253,STAR;BULGE;GRAVITATIONAL LENS,iffp52010,267.8823610418,-29.56536794453,3,61089.1718783218,414,61270.33149305,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,VIRGO-INTERGALACTIC-FIELD-SE,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz28020,188.6167595126,11.81634493517,3,61091.3149740393,1309,61092.27351845,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02klq,298.3717439777,41.2917265052,3,61088.9847729514,223.73819,61270.18219902,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02mlq,298.3720453759,41.29334581652,3,61089.1367288542,223.73819,61270.32129626,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02mcq,298.3720453759,41.29334581656,3,61089.1123770023,223.73819,61270.32118052,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02lzq,298.3720453759,41.29334581664,3,61089.0592288542,223.73819,61270.32118052,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,GBTDS-HD44,UNIDENTIFIED;BULGE;LOW LATITUDE FIELD,jfhl88010,267.61696,-29.37283888889,3,61090.0869475347,390,61090.26171295,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs07030,195.0069367775,28.03034990388,3,61100.0769709143,1440,61284.38094901,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs07020,195.0069367775,28.03034990388,3,61100.0715194444,634,61284.39226845,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd602060,186.4409785806,12.66353196198,3,61099.9569903588,212,61284.01645831,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz18wpq,187.0990111415,12.46727262943,3,61091.2501997685,660,61092.08074068,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4540,GALAXY;DISK;SPIRAL;STAR FORMING REGION,ifabs4070,188.7116377016,15.55213440277,3,61089.8406861111,425,61090.09655094,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,IC4040,GALAXY;EMISSION LINE NEBULA;SPIRAL,jfhs07010,195.1637791667,28.05011388889,3,61100.0717177894,2510,61284.35297455,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz39010,187.735816219,12.90347543629,3,61100.276993831,1335,61100.61166655,GO
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfgz49010,186.2965750997,12.17609243766,3,61100.3418434375,1330,61100.68024294,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kkq,298.372045376,41.29334581676,3,61088.9817288542,223.73819,61270.18226847,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,DELVE1-NORTH,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe01010,247.7226437495,-0.9549557891742,3,61095.9017623495,4542,61277.35112274,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,3C264,GALAXY;ELLIPTICAL;JET;NUCLEUS;RADIO GALAXY,jffa01010,176.2708708333,19.60631666667,3,61089.5503734606,520,61270.65619207,GO
science,HST,CALACS,ACS/WFC,HST,FR853N,OPTICAL,GB1505+1944,GALAXY;EMISSION LINE NEBULA;SEYFERT,jfg609020,226.3234708333,19.74578055556,3,61093.9361371528,0,61275.17459485,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4540,GALAXY;DISK;SPIRAL;STAR FORMING REGION,ifabs4050,188.7116377016,15.55213440277,3,61089.8255935185,650,61090.0977546,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,J1202+5416,GALAXY;STARBURST,jfec13020,180.5104018509,54.2641652626,3,61087.3473659375,2953,61268.50581012,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,BMP-J1613-5406,STAR;CIRCUMSTELLAR MATTER;EJECTA;PLANETARY NEBULA CENTRAL STAR,ifok01kpq,243.2519859607,-54.10876171708,3,61095.7661953704,150,61277.03886569,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,LEO-II,GALAXY;DWARF SPHEROIDAL,ifpq03040,168.3675615292,22.15302343137,3,61091.6495635069,3468,61273.5199768,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,336756,COMET; DISTANT COMET,ifm801z6q,258.0819137612,-56.92601861361,3,61091.8008712963,311,61273.49620377,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifj451zeq,247.8903314925,30.14710310537,3,61091.8623294329,59.900002,61092.49550927,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,OMEGACEN,STELLAR CLUSTER;GLOBULAR CLUSTER,iflj02q2q,201.6944859466,-47.45641643738,3,61103.6326778588,30,61103.90168972,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa907qbq,225.0005115724,1.881685812461,3,61103.8188815625,1050,61288.01274305,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02miq,298.3717439776,41.29172650498,3,61089.1275973727,223.73819,61270.32128468,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02l6q,298.3720453759,41.29334581666,3,61089.0470529282,223.73819,61270.18224532,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kvq,298.372045376,41.29334581672,3,61089.006080706,223.73819,61270.18231477,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kpq,298.3717439777,41.29172650518,3,61088.9969488773,223.73819,61270.18233791,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifj451zhq,247.8912583563,30.14488126612,3,61091.8681050116,59.900002,61092.49556714,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02knq,298.3717439777,41.29172650519,3,61088.9908610764,223.73819,61270.18223375,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,DELVE1-SOUTHWEST,STELLAR CLUSTER;GLOBULAR CLUSTER,jfhe06voq,247.70726875,-0.9812166666667,3,61091.0844590278,681,61272.42724533,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp11vvq,270.6198315321,-23.07445566291,3,61091.1366468403,600,61272.47094914,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F673N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp11w0q,270.6198315321,-23.07445566291,3,61091.1530935185,800,61272.76177082,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F200LP,OPTICAL,GMP2640-TAIL,ISM;TIDAL TAIL,ifal07020,195.0954388052,27.57232861866,3,61084.0797253819,2410,61265.66070595,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,VIRGO-INTERGALACTIC-FIELD-E,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz39020,187.6896916667,12.99041111111,3,61100.2661084838,1309,61100.56230308,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfabs4010,188.7612415396,15.46520757212,3,61089.8152975347,0,61090.21751156,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02mgq,298.3720453759,41.29334581654,3,61089.1245529282,223.73819,61270.32119209,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa906q7q,225.0002543077,1.881362014289,3,61103.7357100694,1381,61288.09828707,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp11vtq,270.6198315321,-23.07445566291,3,61091.1337646181,90,61272.47135423,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC-4472,GALAXY;ELLIPTICAL,ifey25010,187.4443043162,8.00093997075,3,61105.6237770833,2036,61290.1866898,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC-4472,GALAXY;ELLIPTICAL,ifey24010,187.44484,8.000480555556,3,61105.5584300579,2490,61290.11002312,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02m1q,298.3720453759,41.29334581663,3,61089.0653170139,223.73819,61270.32118052,GO
science,HST,CALACS,ACS/SBC,HST,F125LP,UV,J0926+4504,GALAXY;DWARF COMPACT;STARBURST,jfg111aoq,141.731,45.07563888889,3,61101.1861622685,1100,61285.29004626,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02meq,298.3720453759,41.29334581655,3,61089.118465162,223.73819,61270.32118052,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02lbq,298.3717439776,41.29172650509,3,61089.0561851505,223.73819,61270.32118052,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,LEO-II,GALAXY;DWARF SPHEROIDAL,ifpq02030,168.3668558022,22.15258748394,3,61090.6607090625,1329,61271.96673604,GO
science,HST,CALWF3,WFC3/UVIS,HST,F390W,OPTICAL,NGC-4472,GALAXY;ELLIPTICAL,ifey25z9q,187.4442894055,8.000956167018,3,61105.6506408218,300,61290.16400454,GO
science,HST,CALACS,ACS/SBC,HST,F125LP,UV,J1355+4651,GALAXY;DWARF COMPACT;STARBURST,jfg123kxq,208.8569166667,46.86426111111,3,61102.9528289352,1100,61287.0213657,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs06020,195.0069367499,28.03035007373,3,61093.2118201736,634,61274.62394664,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp14f3q,270.6191458333,-23.07390833333,3,61093.0325842593,600,61274.17798613,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F673N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp14f8q,270.6191458333,-23.07390833333,3,61093.0490309028,800,61274.17539351,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp11vxq,270.6198315321,-23.07445566291,3,61091.1453968403,500,61272.47008107,GO/DD
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq05010,183.5051396234,14.81249540571,3,61098.5045516204,700,61099.83828699,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa902kmq,225.0005664148,1.881464418816,3,61102.7556871181,1381,61287.03561335,GO
science,HST,CALACS,ACS/SBC,HST,F125LP,UV,J0926+4504,GALAXY;DWARF COMPACT;STARBURST,jfg112ioq,141.7316392363,45.07521224045,3,61102.1659078356,1100,61286.46366903,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,J1206+5007,GALAXY;DWARF COMPACT;STARBURST,jfg151010,181.5354270498,50.1219084113,3,61098.1295996528,780,61279.82641194,GO
science,HST,CALACS,ACS/WFC,HST,FR388N,OPTICAL,J1154,GALAXY;DWARF COMPACT;STARBURST,jfgv06020,178.7035416667,24.72584166667,3,61090.4651071412,2332,61271.74230317,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02koq,298.372045376,41.29334581674,3,61088.9939047801,223.73819,61270.18223375,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd601030,186.441125,12.66352222222,3,61098.7158364931,2208,61280.3342477,GO
science,HST,CALWF3,WFC3/UVIS,HST,F225W,UV,NGC4697,GALAXY;ELLIPTICAL,ifmf01010,192.1495754167,-5.800688888889,3,61101.2482901968,4900,61285.75274302,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,NGC4192-C,GALAXY;SPIRAL,ifoq05040,183.4552345833,14.89557222222,3,61098.5081164699,1044,61099.70832167,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq05020,183.5051396234,14.81249540571,3,61098.5203386227,700,61099.85417817,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02kqq,298.372045376,41.29334581673,3,61088.9999929398,223.73819,61270.18224532,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhe04eqq,247.6701985264,-0.8753409566021,3,61092.9790657407,723,61274.0558217,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa911zkq,225.0001951226,1.881593282852,3,61105.8262774653,1381,61290.27684018,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs03030,195.0072843132,28.02831741836,3,61103.9312774653,1440,61288.04112266,GO
